melandro	melandɾo̝
chapacuña	t͡ʃapakuɲa̝
colmazo	kolmaθo̝
carolo	kaɾɔlo̝
alcobre	alkɔβɾe̝
caixa	kajʃa̝
outrora	owtɾɔɾa
culler	kuʎɛɾ
sabuxo	saβuʃo̝
choco	t͡ʃɔko̝
uceira	uθejɾa̝
mota	mɔta̝
garabito	ɡaɾaβuʎo̝
pita	pita̝
sarna	saɾna̝
lera	lɛɾa̝
bicha	bit͡ʃa̝
lorda	lɔɾða̝
wifi	wifi
cacho	kat͡ʃo̝
cinguir	θiŋɡiɾ
abancar	aβaŋkaɾ
moega	moɛɣa̝
cozar	koθaɾ
ameixa	amejʃa̝
lunada	lunað̞a̝
xarxa	ʃaɾʃa
cobizar	koβisaɾ
legua	lɛɣwa̝
bedugo	beðuħo̝
trapa	tɾapa̝
carambo	kaɾamβo̝
cañoto	kaɲoto̝
foliada	fɔljaða̝
catar	kataɾ
abadía	abadia
arneste	aɾneste̝
lanzoa	lanθoa̝
alalá	alala
moa	mɔa̝
fondo	fondo̝
garabizo	ɡaɾaβiso̝
partir	paɾtiɾ
galladura	ɡaʎaðuɾa̝
risco	risko̝
destallar	destaʎaɾ
varga	baɾɣa̝
escarvadentes	eskaɾβaðente̝s
voutureira	bowtuɾejɾa̝
anseán	anseaŋ
mexarela	meʃaɾɛla̝
chantada	t͡ʃantaða̝
sabarís	saβaɾis
costura	kostuɾa̝
ferver	feɾβeɾ
figueira	fiɣejɾa̝
pardo	paɾðo̝
cabido	kaβiðo̝
reste	rɛste̝
gadaña	ɡaðaɲa̝
peteiro	petejɾo̝
sucho	θut͡ʃo̝
brañento	bɾaɲɛnto̝
arxón	aɾʃoŋ
robaliza	roβaliθa̝
horta	ɔɾta̝
chanzo	t͡ʃanθo̝
vezo	beθo̝
ontre	ontɾe̝
arrocho	arot͡ʃo̝
remorso	remɔɾso̝
canterla	kantɛɾla̝
cernada	θeɾnaða̝s
malladura	maʎaðuɾa̝
amecer	ameθeɾ
nortello	noɾteʎo̝
nordés	nɔɾðɛs
folión	folioŋ
brindar	bɾindaɾ
murcego	muɾθɛɣo̝
couceiro	kowθejɾo̝
astroso	astɾoso̝
xebrar	ʃeβɾaɾ
rebumbio	reβumbjo̝
coitado	kojtaðo̝
bafexar	bafeʃaɾ
micáceo	mikaθe̯o̝
cortiza	koɾtisa̝
fumeiro	fumejɾo̝
mornal	moɾnal
escacho	eskat͡ʃo̝
trangallo	tɾaŋɡaʎo̝
uz	uθ
eivar	ejβaɾ
ben	bɛŋ
erguer	eɾɡeɾ
esvarar	esβaɾaɾ
corazón	koɾaθoŋ
amorogo	amoɾoɡo̝
pancada	paŋkaða̝
galeón	ɡaleoŋ
depenicar	depinikaɾ
escoitar	eskujtaɾ
rosamonde	rosamonde̝
burga	buɾɣa̝
mariz	maːɾiθ
arregazar	reɣaθaɾ
falar	falaɾ
bacía	basia̝
pegar	peɣaɾ
dala	dala̝
esposo	esposo̝
fresca	fɾeska̝
tregua	tɾɛɣwa̝
ferrador	feraðoɾ
ombre	ɔmbɾe̝
estrema	estɾema̝
tinguir	tiŋɡiɾ
cisma	θisma̝
boto	boto̝
furrular	furulaɾ
monte	montɪ
repugnante	repunante̝
estaño	estaɲo̝
laxa	laʃa̝
gañar	ɡaɲaɾ
cabrón	kaβɾoŋ
torrada	toraða̝
nata	nata̝
escribán	eskɾiβaŋ
meniño	meniɲo̝
cuarto	kwaɾto̝
veriño	bɾiɲo̝
cuspir	kuspiɾ
esmorga	esmɔɾɣa̝
podón	poðoŋ
madeixa	maðejʃa̝
altar	altaɾ
cruzado	kɾuθaðo̝
regateiro	reɣateiɾo̝
gallar	ħaʎaɾ
furaño	fuɾaɲo̝
zoupón	θowpoŋ
muller	muɟɛɾ
arrimar	arimaɾ
arzón	aɾsoŋ
brosque	bɾɔske
esfarrapar	esfarapaɾ
silla	siʎa̝
foder	foðeɾ
matanza	matansa̝
couce	kowθe
mecha	met͡ʃa̝
forte	fɔɾte̝
regoldo	reɣɔldo̝
lúa	luɐ
cális	kalis
siso	siso̝
estremar	estɾemaɾ
beligo	bɪliɣo̝
cardo	kaɾðo̝
fros	fɾɔs
teitar	tejtaɾ
acotío	akotio̝
papo	papo̝
rocín	roθiŋ
asexar	aseʃaɾ
reloxo	relɔʃo̝
outeiro	owtejɾo
pisca	piska̝
cheirar	t͡ʃejɾaɾ
xeno	ʃeno̝
pousar	powsaɾ
gacear	ɡaθeaɾ
triacastela	tɾiakastɛla̝
raiola	rajɔla̝
landra	landɾa̝
moimenta	mojmenta̝
moca	mɔka̝
gobernallo	ɡoβeɾnaʎo̝
azor	asoɾ
muxir	muʃiɾ
cuartillo	kwaɾtiʎo̝
langosta	laŋɡosta̝
destripar	destɾipaɾ
marrón	maroŋ
espelido	espeliðo̝
serodio	seɾoðio̝
nío	nio
amolecer	amoleseɾ
cadela	kaðɛla̝
caseiro	kasejɾo̝
braceiro	bɾaθejɾo̝
armiño	aɾmiɲo̝
zorza	θɔɾθa̝
hermida	eɾmiða̝
gorgolexo	ɡoɾɣoleʃo̝
corra	kora̝
anguria	aŋɡuɾja̝
dioivo	diojβo̝
escariz	eskaɾiθ
pecheira	pet͡ʃejɾa̝
cenrada	senraða̝
hortelán	ɔɾtelaŋ
gando	ɡando̝
comezo	komeso̝
desbotar	desβotaɾ
feltro	fɛltɾo̝
nobelo	nuβelo̝
prixel	pɾiʃɛl
serrapio	serapjo̝
támboga	tambo̝ɣa̝
enfesto	eɱfɛsto̝
dúbida	duβiða̝
carretar	karetaɾ
perpiaño	peɾpiaɲo̝
xudeu	ʃuðew
arrocheiro	arot͡ʃo̝
corvo	kɔɾβo̝
pai	paj
lercho	lɛɾt͡ʃo̝
dorna	dɔɾna̝
fartar	faɾtaɾ
ceibar	θejβaɾ
malato	malato̝
sanguiño	saŋɡiɲo̝
piollo	pioʎo̝
atol	atɔl
nove	nɔβe̝
vilouchada	bilowt͡ʃaða̝
xiabre	ʃiaβɾe̝
abelleiro	aβeʎejɾo̝
larada	laɾaða̝
falabarato	falaβaɾato̝
compostela	kompostɛla
raiar	rajaɾ
tremo	tɾemo̝
cravo	kɾaβo̝
colmar	kolmaɾ
pillabán	piʎaβaŋ
legón	leɣoŋ
banastra	banastɾa̝
allear	aʎeaɾ
espenuca	espenuka̝
lula	lula̝
cai	kaj
padal	paðal
parte	paɾte̝
espiñazo	espiɲaso̝
fura	fuɾa̝
guizo	ɡiso̝
enfondura	ɪŋfonduɾa̝
sabenla	saβɛŋla̝̝
barbudo	baɾβuðo̝
sartego	saɾtɛɣo̝
carioca	kaɾjɔka̝
britar	bɾitaɾ
bacieiro	basiejɾo̝
rima	rima̝
adega	aðɛɣa
nariz	naɾiθ
cosco	kosko̝
arrombar	arumβaɾ
doiro	dojɾo̝
catadura	kataðuɾa̝
revolta	reβɔlta̝
broca	bɾɔka̝
freita	fɾejta̝
mesturar	mestuɾaɾ
fame	fame̝
boirao	bɔjɾao̝
onde	onde̝
berrar	beraɾ
meu	mɛw
doar	doaɾ
celigras	θeliɣɾa̝s
rebordán	reβoɾðaŋ
botelo	bʊtɛlo̝
lambetada	lambetaða̝
escaldar	eskalðaɾ
ricaz	rikaθ
vincallo	biŋkaʎo̝
becerra	besera̝
veo	beo̝
peideiro	pejðejɾo̝
quenlle	kɛnʎe̝
cotarelo	kotaɾɛlo̝
penuxe	penuʃe̝
esnafrar	esnafɾaɾ
policromía	pɔlikɾomia̝
esteo	esteo̝
inzo	inθo̝
caloroso	kaloɾoso̝
edén	ɛðɛŋ
vaíña	baiɲa̝
zoco	θɔko̝
estrume	estɾume̝
fogo	fɔɣo
abastecer	aβasteθeɾ
preguizoso	pɾeɣiθoso̝
barallobre	baɾaʎɔβɾe̝
cisterna	θistɛɾna̝
ansamonde	ansamonde̝
tortilla	toɾtiʎa
medrar	meðɾaɾ
lastra	lastɾa̝
ergueito	eɾɣejto̝
desfeito	desfejto̝
pito	pito̝
debuxo	deβuʃo̝
engoumado	eŋɡowmaðo̝
nimigalla	nimiɣaʎa̝
groba	ɡɾɔβa̝
cesteiro	sestejɾo̝
arco	aɾko̝
poutada	powtaða̝
muro	muɾo̝
cortella	koɾteʎa̝
carapucho	kaɾaput͡ʃo̝
ornear	ɔɾneaɾ
bichoco	bit͡ʃoko̝
tabán	taβaŋ
limpo	limpo̝
eche	et͡ʃe̝
eu	jew
habenza	aβenθa̝
granxa	ɡɾanʃa̝
cicha	sit͡ʃa̝
salvaterra	salβatɛra̝
escusar	eskusaɾ
mosto	mosto̝
bremar	bɾemaɾ
vez	beθ
chío	t͡ʃio̝
marañón	maɾaɲoŋ
pergameo	peɾɣameo̯
araña	aɾaɲa̝
tella	teʎa̝
riba	riβa̝
ámago	ama̝ɣo̝
fuste	fuste̝
pingar	piŋɡaɾ
estornillo	estoɾniɲo̝
asar	asaɾ
grolo	ɡɾolo̝
aveso	aβɛso̝
choer	t͡ʃoeɾ
esteo	esteʊ̯
lavandeira	laβandejɾa̝
cobiza	koβiθa̝
bóveda	bɔβe̝ða̝
lois	lojs
canada	kanaða̝
fía	fia̝
ollomol	oʎomɔl
conto	konto̝
caldeira	kaldejɾa̝
maseira	masejɾa̝
cangallo	kaŋkaʎo̝̝
mal	mal
candea	kandea̝
gorgozo	ɡoɾɣoθo̝
amoucar	amowkaɾ
esmiuzar	esmiusaɾ
remoucar	remowkaɾ
xergón	xeɾɣoŋ
panxoliña	panʃɔliɲa
castrapo	kastɾapo̝
ourizo	owɾiso̝
gaspallo	ɡaspaʎo̝
arrigar	ariɣaɾ
fero	fɛɾo̝
zugar	suɣaɾ
cerponzóns	seɾponsoŋs
peitoril	pejtoɾil
rabela	raβɛla̝
alemparte	alɛmpaɾte̝
cerviña	θɛɾβiɲa̝
lodoeiro	loðoejɾo̝
maza	masa̝
pezoia	peθoja̝
cabeza	kaβesa̝
callao	kaʎao̯
maceda	maθɛða̝
brasa	bɾasa̝
crego	kɾɛɣo̝
goto	ɡoto̝
campá	kampa
brión	bɾioŋ
zoupar	θowpaɾ
verme	bɛɾme̝
garfo	ɡaɾfo̝
peliqueiro	pɪlikejro̝̝
pertencer	peɾtenθeɾ
provizo	pɾoβiθo̝
antonte	antɔnte
partilla	paɾtiʎa̝
ichó	it͡ʃɔ
bicudo	bikuðo̝
touceira	towθejɾa̝
tambo	tambo̝
corrancha	korant͡ʃa̝
fouciña	fowsiɲa̝
chapapote	t͡ʃapapɔte̝
tanza	tanθa
frixir	fɾiʃiɾ
castro	kastɾo̝
baruto	baɾuto̝
lignito	liɡnito
fieito	fiejto̝
esgallar	esɣaʎaɾ
marea	maɾɛa̝
derrubar	deruβaɾ
abellariza	aβeʎaɾiθa̝
brenza	bɾensa̝̝
pardal	paɾðal
tillar	tiʎaɾ
piche	pit͡ʃi
linde	linde̝
brica	bɾika̝
avesada	aβesaða̝
lampo	lampo̝
zucho	sut͡ʃo̝
áspero	aspe̝ɾo̝
disque	diħke̝
centola	sentola̝
tento	tɛnto̝
picapau	pikapaʊ̯
amodo	amɔðo̝
limacha	limat͡ʃa̝
rosca	roska̝
pozo	poso̝
baratar	baɾataɾ
cerco	seɾko̝
abanicar	aβanikaɾ
illa	iʎa
dragón	dɾaɣoŋ
engulir	eŋɡuliɾ
herdar	ɛɾðaɾ
titor	titoɾ
marca	maɾka̝
eira	ejɾa̝
xesta	ʃɛsta̝
ouro	owɾʊ
lecer	leseɾ
chimpar	t͡ʃimpaɾ
piarro	pjaro̝
relinga	reliŋka̝
mera	mɛɾa̝
choza	t͡ʃɔθa̝
poxar	poʃaɾ
abaloucar	aβalowkaɾ
coteiro	kɔtejɾo̝
garduña	ɡaɾðuɲa̝
cima	θima̝
marrán	maraŋ
tripa	tɾipa̝
liñaza	liɲaθa̝
espreitar	espɾejtaɾ
querela	keɾela̝
aguillón	aɡiʎoŋ
irmán	iɾmao̯
trebellar	tɾeβeʎaɾ
cabra	kaβɾa̝
racho	rat͡ʃo̝
bravádego	bɾaβaðe̝ɣo̝
badúa	baðua̝
diante	djante̝
lista	lista̝
petar	petaɾ
carneiro	kaɾnejɾo̝
tillado	tiʎaðo̝
larpeirada	laɾpejɾaða̝
lapa	lapa̝
tebras	tɛβɾa̝s
sucada	sukaða̝
sentir	sentiɾ
pálpebra	palpeβɾa̝
beterraba	beteraba̝
tornecelo	toɾneselo̝
mazarelo	masaɾɛlo̝
padriño	paðɾiɲo̝
cachola	kat͡ʃɔla̝
lei	lei
esmorís	esmoɾis
chaguazo	t͡ʃaɡwaθo̝
renegar	reneɣaɾ
escarvar	eskaɾβaɾ
bamio	bamjo̝
frágoa	fɾaɣwa̝
mundo	munðo̝
carlou	kaɾlow
burdiar	buɾðeaɾ
enchenta	ent͡ʃɛnta̝
saramago	saɾamaɣo̝
randear	randeaɾ
papullo	papuʎo̝
xaula	ʃawla̝
calcañar	kalkaɲaɾ
canivete	kaniβete̝
suspirar	suspiɾaɾ
esgazar	esɣaθaɾ
badalada	baðalaða̝
pazo	paso̝
luva	luβ̞ɐ
viorto	biɔɾto̝
osa	osa̝
senra	sɛnra̝
brandán	bɾanðaŋ
megálito	meɣalito̝
regueiro	reɣejɾo̝
decotar	dekotaɾ
intricar	intɾikaɾ
beldro	beldɾo̝
febra	feβɾa̝
apañar	apaɲaɾ
toupa	towpa̝
acedo	aθeðo̝
barbeito	baɾβejto̝
palabra	palaβ̞ɾɐ
adobe	aðɔβe̝
baleato	baleato̝
formosende	foɾmosende̝
collón	koʎoŋ
almofrei	almofɾej
terreo	tɛreo̝
louza	lowθa̝
chabola	t͡ʃaβɔla̝
goteira	ɡotejɾa̝
dentabrún	dentaβɾuŋ
bama	bama̝
pelamio	pelamjo̝
cinchar	sint͡ʃaɾ
cachelo	kat͡ʃɛlo̝
gorgozada	ɡoɾɣosaða̝̝
talla	taʎa̝
leilán	lejlaŋ
támoga	tamo̝ɣa̝
tendal	tendal
cubo	kuβo̝
neda	neða̝
cenceno	θenθeno̝
temón	temoŋ
caldo	kaldo̝
zoscar	soskaɾ
cospeito	kospejto̝
ervella	eɾβeʎa̝
zarrapico	sarapiko̝
entena	entena̝
escarpa	eskaɾpa̝
ripiar	ripa̝
becerro	beθero̝
abrir	aβrir
bertamiráns	beɾtamiɾaŋs
birta	biɾta̝
pelexa	peleʃa̝
camioneiro	kamjoneɾo
cambo	kambo̝
zurreira	θurejɾa̝
bacío	baθio̝
curuxa	kɾuʃa̝
ra	raː
fabaca	faβaka̝
lobicán	loβikaŋ
gruta	ɡɾuta̝
enfesta	eɱfɛsta̝
cichar	θit͡ʃaɾ
matar	mataɾ
baloncesto	balonθesto
miguez	miɣe̝θ
agudo	aɣuðo̝
entrillar	entɾiʎaɾ
gontade	ɡontaðe̝
enfoscar	enfuskaɾ
ola	ɔla̝
verde	beɾðe̝
grallar	ɡɾaʎaɾ
podar	mendɾeʎo̝
fechadura	fet͡ʃaðuɾa̝
banda	banda̝
fogaza	foɣaθa̝
entrouso	entɾowso̝
puñar	puɲaɾ
tieira	tiejɾa̝
laverco	laβɛɾko
galopar	ɡalopaɾ
cear	seaɾ
gonxar	ɡonʃaɾ
friaxe	fɾiaʃe̝
albacora	alβakɔɾa̝
xián	ʃiaŋ
cabezal	kaβeθal
rocho	rot͡ʃo̝
chuchamel	t͡ʃut͡ʃamɛl
chantaxe	t͡ʃantaʃe̝
foz	fɔs
fociño	fusiɲo̝
cerdeira	θeɾðejɾa̝
guiso	ɡiso̝
pebida	peβiða̝
fogo	foɣo
fermento	feɾmento̝
cheirento	t͡ʃejɾento̝
moscar	moskaɾ
magueiro	maɣejɾo̝
terzo	teɾso̝
tormenta	toɾmɛnta̝
manda	manda̝
canedo	kaneðo̝
lama	lama̝
estopa	estopa̝
marisco	maɾisko̝
unxir	unʃiɾ
ladral	laðɾal
carraca	karaka̝
xeira	ʃejɾa̝̝
cuncha	kunt͡ʃa̝
gallo	ɡaʎo̝
ho	ɔ
lardo	lardo
vista	bista̝
dacosta	dakɔsta̝
arancel	aɾanθel
combater	kombateɾ
ensanguentar	ensaŋɡɛntaɾ
laiar	lajaɾ
tento	tento̝
chao	t͡ʃao̯
tello	teʎo̝
sollar	soʎaɾ
derrafar	derafaɾ
piteira	pitejɾa̝
gadoupa	ɡaðowpa̝
moi	moj
aturar	atuɾaɾ
oural	owɾal
preguiza	pɾeɣisa̝
anca	aŋka̝
balandrán	balandɾaŋ
buraz	buɾaθ
chiar	t͡ʃiaɾ
mirar	miɾaɾ
sedeño	seðeɲo̝
distraer	distɾaeɾ
empuxón	empuʃoŋ
estercar	esteɾkaɾ
pregoeiro	pɾeɣoejɾo̝
berbia	beɾβja̝
cambra	kambɾa̝
branco	bɾaŋkʊ
arangaño	aɾaŋɡaɲo̝
freo	fɾeo̝
zoupo	θowpo̝
améndoa	amendo̯a̝
forma	foɾma̝
moído	moiðo̝
mosteiro	mostejɾo̝
viñoa	biɲɔa̝
temer	temeɾ
bieito	biejto̝
refungar	refuŋɡaɾ
doa	doa̝
estercoar	esteɾkoaɾ
bulicio	bulisjo̝
dentagrón	dentaɣɾuŋ
gaiteiro	ɡajtejɾo̝
moreira	mɔɾejɾa̝
boche	bɔt͡ʃe̝
vareixa	baɾɛjʃa̝
varganzo	baɾɣanθo̝
terzo	teɾθo̝
uña	uɲa̝
teso	teso̝
cachena	kat͡ʃena̝
guilfonxe	ɡilfonʃe̝
nugallán	nuɣaʎa̝ŋ
troitosende	tɾojtosende̝
cervantes	θeɾβante̝s
apupar	apupaɾ
bigode	biɣɔðe̝
cumio	kumjo̝
cango	kaŋɡo̝
fecha	fet͡ʃa̝
provizo	pɾoβiso̝
embelga	embɛlɣa̝
baloca	balɔka̝
cacha	kat͡ʃa̝
ollo	oʎʊ
codeso	koðeso̝
asa	asa
coito	kojto̝
montón	montoŋ
fogar	foɣaɾ
tornés	toɾnes
pescozo	peskoθo̝
remanecer	remaneseɾ
galra	ħalra̝
charrúa	t͡sarua̝
canto	kanto̝
finamento	finamɛnto̝
azul	aθul
morada	moɾaða̝
enludrar	enluðɾaɾ
neada	neaða̝
bido	biðo̝
cichote	sit͡ʃɔte̝
bucina	busina̝
probar	pɾoβaɾ
barazal	baɾaθal
xolda	ʃɔlda̝
lique	like̝
forcarei	foɾkaɾej
barra	bara̝
nantón	nantoŋ
aboar	aβoaɾ
alcrique	alkɾike̝
eslavar	eslaβaɾ
cortiña	koɾtiɲa̝
cachaza	kat͡ʃaθa̝
montecelo	monteθelo̝
leme	lɛme̝
álido	alið̞o̝
bosta	bɔsta̝
lata	lata̝
guinche	ɡint͡ʃe̝
boedo	boeðo̝
manchea	mant͡ʃea̝
colleita	koʎejta̝
vivenda	biβenda̝
barcal	baɾkal
mexacán	meʃakaŋ
saia	saja̝
cubeiro	kuβejɾo̝
curmá	kuɾma
bringa	bɾiŋɡa̝
més	mɛs
lavadoiro	laβaðojɾo̝
dar	daɾ
píllara	piʎa̝ɾa̝
asubío	asuβio̝
baralloca	baɾaʎɔka̝
charro	t͡ʃaro̝
choia	t͡ʃɔja̝
fouciño	fowsiɲo̝
frieira	fɾiejɾa̝
pose	pɔse̝
troita	tɾutja̝
foz	fɔθ
talladeira	taʎaðejɾa̝
tirar	tiɾaɾ
cesteiro	θestejɾo̝
colleitar	koʎejtaɾ
gunxar	ɡunʃaɾ
baño	baɲo̝
charruar	t͡ʃaruaɾ
relustrar	relustɾaɾ
monforte	monfɔɾte̝
esmoucar	esmowkaɾ
roza	rosa̝
bandeira	bandejɾa̝
viana	biana̝
ansariz	ansaɾiθ
noz	nɔθ
curmán	kuɾmaŋ
despeito	despejto̝
baleeiro	baleejɾo̝
apodrecer	apoðɾeθeɾ
ambos	ambo̝s
saibro	sajβɾo̝
braza	bɾaθa̝
reluscar	reluskaɾ
galería	ɡaleɾia̝
torto	tɔɾto̝
brúa	bɾua̝
machinal	mat͡ʃinal
rebordela	reβoɾðɛla̝
rifón	rifoŋ
teimado	tejmaðo̝
rebinxe	reβinʃe̝
callobre	kaʎɔβɾe̝
anduriña	anduɾiɲa̝
alén	aleŋ
cinto	θinto̝
rolo	rɔlo̝
bagullo	baɣuʎʊ
aceso	aθeso̝
castromil	kastɾomil
fronza	fɾonθa̝
toutelo	towtɛlo̝
tosquiar	toskiaɾ
vixiar	biʃiaɾ
cepa	θepa̝
afuar	afuaɾ
trucar	tɾukaɾ
moenda	moenda̝
semente	semɛnte̝
paíño	paiɲo̝
pescudar	peskuðaɾ
sedofeito	seðofejto̝
sedela	seðɛla̝
pequeneiro	pekenejɾo̝
cangalla	kaŋɡaʎa̝
cobizoso	koβiθoso̝
oasis	ɔasis
disque	diske̝
aire	ajɾe̝
brandón	bɾanðoŋ
mortaldade	moɾtaldaðe̝
colleito	koʎejto̝
cachote	kat͡ʃɔte̝
arrós	aros
paz	pas
denegrido	deneɣɾiðo̝
queixada	kejʃaða̝
sinal	sinal
cachotaría	kat͡ʃotaɾia
borraxe	boraʃe̝
cós	kɔs
fritir	fɾitiɾ
furna	fuɾna̝
mestas	mesta̝s
arrefecer	arefeseɾ
maino	majno̝
queimadura	kejmaðuɾɐ
verán	bɾaŋ
poleiro	polejɾo̝
salnés	salnes
touta	towta̝
laredo	laɾeðo̝
mercar	merkaɾ
cousela	kowsela̝
salgueiro	salɣejɾo̝
esmoriz	esmoɾiθ
arteixo	aɾtejʃo̝
restra	rɛstɾa̝
escoller	eskoʎeɾ
frasca	fɾaska̝
remelar	remelaɾ
morno	moɾno̝
opa	ɔpa̝
grama	ɡɾama̝
mesquita	meskita
bafún	bafuŋ
rodela	roðɛla̝
trollo	tɾoʎo̝
castrexo	kastɾeʃo
cobizar	koβiθaɾ
zapateiro	θapatejɾo̝
cancela	kanθɛla̝
caldeiro	kaldejɾo̝
espido	espiðo̝
valado	balaðo̝
lindeiro	lindejɾo̝
cima	sima̝
escuma	eskuma̝
socalco	sokalko̝
bastimento	bastimento̝
inverno	imbɛɾno̝
calella	kaleʎa̝
bucio	busjo̝
espiñazo	espiɲaθo̝
segar	seɣaɾ
vigo	biħo̝
estricar	estɾikaɾ
lorbaga	loɾβaɣa̝
péga	pɛɣa̝
engorde	eŋɡɔɾðe̝
espadoa	espað̞wa̝
túzaro	tuθa̝ɾo̝
tempestade	tempɛsta
agruñeiro	aɣɾuɲejɾo̝
escáncer	eskanθe̝ɾ
antroido	antɾojðo̝
ludro	luðɾo̝
martes	maɾte̝s
vencello	benseʎo̝
aldea	aldea̝
vingar	biŋɡaɾ
vetillo	betiʎo̝
alugar	aluɣaɾ
poldro	poldɾo̝
riádego	riaðe̝ɣo̝
testa	tɛsta̝
brun	bɾuŋ
ambroesa	ambɾoesa̝
vacaloura	bakalowɾa̝
gorgola	ɡoɾɣola̝
oliva	ɔliba
cervexa	θeɾβeʃa̝
moscoso	moskoso̝
eiva	ejβa̝
escudriñar	eskuðɾiɲaɾ
ollomol	ɔʎomɔl
chopa	t͡ʃopa̝
egoa	ɛɣwɐ
vesar	besaɾ
cangalla	kaŋkaʎa̝̝
frenxer	frenʃeɾ
riqueza	rikeθa̝
comida	komiða̝
recostar	rekostaɾ
rabuñar	raβuɲaɾ
acubillar	akuβiʎaɾ
esbardallar	esβaɾðaʎaɾ
mioca	mi̯ɔka̝
neto	nɛto̝
marrar	maraɾ
lourenzá	lowɾenθa
falcatrueiro	falkatɾuejɾo̝
refregar	refɾeɣaɾ
herculino	ɛɾkulino̝
legón	liħoŋ
fochicar	fot͡ʃikaɾ
bigote	biɣɔtɪ
socalcar	sokalkaɾ
esterlín	esterliŋ
cuba	kuβa̝
xuíz	ʃuiθ
arregazar	reɣasaɾ
tafona	tafona̝
ripa	ripa̝
arca	arka̝
boo	boː
cofia	kɔfja
argola	aɾɣɔla̝
lais	lajs
troita	tɾojta̝
arroiar	arojaɾ
toiriz	tojɾiθ
carto	kaɾto̝
carabuxa	kaɾaβuʃa̝
galiza	ɡalisɐ
chuvia	t͡ʃuβja̝
ulido	ulið̞o̝
doniña	doniɲa̝
fogaxe	foɣaʃe̝
bestra	bɛstɾa̝
besugo	besuɣo̝
pedrazo	peðɾaθo̝
pombo	pɔmbo̝
pau	paw
rico	riko̝
pazo	paθo̝
vivir	biβiɾ
mundo	muðo̝
repolo	repolo̝
tascón	taskoŋ
baldomar	baldomaɾ
souto	sowto̝
novo	nɔβʊ
arciprestado	aɾθipɾɛstaðo̝
lagar	laɣaɾ
mourillón	mowɾiʎoŋ
lenllo	lenʎo̝
tasco	tasko̝
milhomes	milɔme̝s
friosende	fɾiosende̝
donicela	doniθɛla̝
berce	bɛɾθe̝
escándalo	eskanda̝lo̝
gueifa	ɡejfa̝
demarcación	demaɾkaθjoŋ
mero	mɛɾo̝
arroio	arojo̝
pitanza	pitanθa̝
nebra	nɛβɾa̝
chamizo	t͡ʃamiθo̝
veo	beʊ̯
abranguer	aβɾaŋɡeɾ
outoeira	owtoejɾa̝
xanela	ʃanɛla
buceta	buseta̝
mazadura	maθaðuɾa̝
piorno	pioɾno̝
regazo	reɣaθo̝
heráldica	eɾalðika̝
tormentelo	toɾmentɛlo̝
abater	aβateɾ
pardiñeiro	paɾðiɲejɾo̝
tremor	tɾemoɾ
gordén	ɡoɾðɛŋ
bemposta	bɛmpɔsta̝
queiro	kejɾo̝
balcón	balkoŋ
vinagre	binaɣɾe̝
coiñal	kɔiɲal
acorar	akoɾaɾ
reguengo	reħɛŋħo̝
casal	kasal
cerello	θeɾeʎo̝
migar	miɣaɾ
ferruxento	feruʃento̝
escote	eskɔte̝
retrincar	retriŋkaɾ
mesmo	mɛsmo̝
palmela	palmɛla̝
abella	aβeʎa̝
aparcadoiro	apaɾkaðojɾo̝
páramo	paɾa̝mo̝
raxeira	raʃejɾa̝
trelo	tɾɛlo̝
cal	kal
vimieiro	bimiejɾo̝
riquián	rikiaŋ
pígaro	piɣa̝ɾo̝
cachón	kat͡ʃoŋ
outón	owtoŋ
quitamerendas	kitameɾenda̝s
intención	intenθjoŋ
vilaguillulfe	bilaɣiʎulfe̝
achegar	at͡ʃeɣaɾ
tixola	tiʃɔla̝
gaspacho	ɡaspat͡ʃo̝
fumeira	fumejɾa̝
ascariz	askaɾiθ
monicreque	monikɾɛke̝
trémbora	tɾembo̝ɾa̝
ouriceira	owɾiθejɾa̝
lacazán	lakaθaŋ
desque	deske̝
cincha	sint͡ʃa̝
edificar	eðifikaɾ
palla	paʎa̝
burel	buɾɛl
veciño	bisiɲo̝
facenda	faθenda̝
niallo	niaʎo̝
meán	meaŋ
lañar	laɲaɾ
repenicar	repinikaɾ
refollo	refoʎo̝
adoito	aðojto̝
atinxir	atiŋʃiɾ
barcia	baɾθja̝
fachenda	fat͡ʃenda̝
gornir	ɡoɾniɾ
ferraría	feraɾia̝
carpinteiro	kaɾpintejɾo̝
cochada	kot͡ʃaða
apremer	apɾemeɾ
vello	bɛʎo̝
pregón	pɾeɣoŋ
pinchar	pint͡ʃaɾ
freás	fɾeas
ser	seɾ
pé	pɛ
maraña	maɾaɲa̝
rifar	rifaɾ
goldra	ɡoldɾa̝
rexeitamento	reʃejtamɛnto̝
soldar	solðaɾ
portelo	poɾtelo̝
travesa	tɾaβɛsa̝
zudre	θuðɾe̝
gorgueira	ɡoɾɣejɾa̝
bozo	boso̝
coco	kɔko̝
unto	unto̝
balistrón	balistɾoŋ
podrecer	poðɾeseɾ
pinchagato	pint͡ʃaɣato̝
espita	espita̝
ascua	askwa̝
cangallo	kaŋɡaʎo̝
perda	pɛɾða̝
pendello	pendeʎo̝
couceiro	kowsejɾo̝
pasteco	pastɛko̝
marfollar	amaɾfoʎaɾ
gorgolexar	ɡoɾɣoleʃaɾ
balea	balea̝
atrás	atɾas
zugar	θuɣaɾ
has	as
cerdeira	seɾðejɾa̝
