tříštěn	tr̝̊iːʃcɛn
dítko	ɟiːtko
platýs	platiːs
flákač	flaːkat͡ʃ
pokrok	pokrok
věrný	vjɛrniː
lavice	lavɪt͡sɛ
stranný	straniː
rozmrznout	rozmr̩znou̯t
integrace	ɪntɛɡrat͡sɛ
zbabělec	zbabjɛlɛt͡s
jejich	jɛjɪx
dabér	dabɛːr
vlasatý	vlasatiː
personifikace	pɛrsonɪfɪkat͡sɛ
aha	aɦa
jiní	jɪɲiː
míchat	miːxat
judita	juɟɪta
desetibojař	dɛsɛcɪbojar̝̊
mříž	mr̝iːʃ
břitké	br̝ɪtkɛː
sivok	sɪvok
zul	zul
výstelka	viːstɛlka
užhorod	uʒɦorot
žábra	ʒaːbra
hrbolek	ɦr̩bolɛk
hmyzí	ɦmɪziː
experimentátorka	ɛkspɛrɪmɛntaːtorka
bleška	blɛʃka
neškodný	nɛʃkodniː
rozehrát	rozɛɦraːt
multivesmír	multɪvɛsmiːr
krejcar	krɛjt͡sar
ulcerózní	ult͡sɛroːzɲiː
bdělý	bɟɛliː
pažit	paʒɪt
kilu	kɪlu
zkonfiskovat	skonfɪskovat
drevjanština	drɛvjanʃcɪna
schovat	sxovat
pyrura	pɪrura
odvrátit	odvraːcɪt
luštit	luʃcɪt
těstoviny	cɛstovɪnɪ
spolehlivý	spolɛɦlɪviː
jodovodík	jodovoɟiːk
biče	bɪt͡ʃɛ
vizuální	vɪzuaːlɲiː
devatenáctiletý	dɛvatɛnaːt͡scɪlɛtiː
adenohypofýza	adɛnoɦɪpofiːza
pachem	paxɛm
botanik	botanɪk
poživatina	poʒɪvacɪna
šupin	ʃupɪn
mistrovství	mɪstrofstviː
popelka	popɛlka
has	ɦas
nasnadě	nasnaɟɛ
litevec	lɪtɛvɛt͡s
ucha	uxa
komický	komɪt͡skiː
koute	kou̯tɛ
vidouc	vɪdou̯t͡s
sírový	siːroviː
stavit	stavɪt
korfuský	korfuskiː
kách	kaːx
dutá	dutaː
subjektivní	subjɛktɪvɲiː
diskvalifikace	dɪskvalɪfɪkat͡sɛ
bydlit	bɪdlɪt
voděn	voɟɛn
průdušnice	pruːduʃɲɪt͡sɛ
spí	spiː
bijíce	bɪjiːt͡sɛ
mletí	mlɛciː
studené	studɛnɛː
piš	pɪʃ
fantastický	fantastɪt͡skiː
trojice	trojɪt͡sɛ
zacelit	zat͡sɛlɪt
robově	robovjɛ
náhle	naːɦlɛ
baskičtina	baskɪt͡ʃcɪna
rudolf	rudolf
ligurský	lɪɡurskiː
pepka	pɛpka
nepřirozený	nɛpr̝̊ɪrozɛniː
nápadně	naːpadɲɛ
vlaštovčí	vlaʃtoft͡ʃiː
věku	vjɛku
výzva	viːzva
hodě	ɦoɟɛ
prvovolič	pr̩vovolɪt͡ʃ
móňa	moːɲa
interaktivní	ɪntɛraktɪvɲiː
řevů	r̝ɛvuː
eklektus	ɛklɛktus
neurotransmiter	nɛu̯rotransmɪtɛr
savčí	saft͡ʃiː
odkráglovat	otkraːɡlovat
výcvik	viːt͡svɪk
proudu	prou̯du
dušen	duʃɛn
vodám	vodaːm
víko	viːko
sykat	sɪkat
zarazit	zarazɪt
všelék	fʃɛlɛːk
črtách	t͡ʃr̩taːx
fordův	forduːf
vrtačka	vr̩tat͡ʃka
hádačka	ɦaːdat͡ʃka
lukrativnost	lukratɪvnost
čip	t͡ʃɪp
ujeď	ujɛc
zlepšit	zlɛpʃɪt
patře	patr̝̊ɛ
festival	fɛstɪval
tekutost	tɛkutost
decilitr	dɛt͡sɪlɪtr̩
zděno	zɟɛno
kartotéka	kartotɛːka
smažíte	smaʒiːtɛ
daníc	daɲiːt͡s
adverbiální	advɛrbɪaːlɲiː
naprosto	naprosto
ďábelský	ɟaːbɛlskiː
třesa	tr̝̊ɛsa
mexiko	mɛksɪko
misreprezentace	mɪsrɛprɛzɛntat͡sɛ
právní	praːvɲiː
podle	podlɛ
kluk	kluk
plaveno	plavɛno
služčin	sluʃt͡ʃɪn
pesy	pɛsɪ
vzata	vzata
remcat	rɛmt͡sat
řežem	r̝ɛʒɛm
zákonodárce	zaːkonodaːrt͡sɛ
pokračování	pokrat͡ʃovaːɲiː
těsné	cɛsnɛː
lisabon	lɪsabon
robert	robɛrt
čajznout	t͡ʃajznou̯t
curych	t͡surɪx
silan	sɪlan
nigerijka	ɲɪɡɛrɪjka
účes	uːt͡ʃɛs
samohláska	samoɦlaːska
hydronymum	ɦɪdronɪmum
paroh	parox
svalem	svalɛm
hrabství	ɦrapstviː
hořlavý	ɦor̝laviː
žnul	ʒnul
potápět	potaːpjɛt
říp	r̝iːp
aplikační	aplɪkat͡ʃɲiː
naviják	navɪjaːk
čevapčiči	t͡ʃɛvapt͡ʃɪt͡ʃɪ
přírodní	pr̝̊iːrodɲiː
rekrut	rɛkrut
černí	t͡ʃɛrɲiː
stará	staraː
katalánský	katalaːnskiː
beder	bɛdɛr
moruše	moruʃɛ
fotoaparát	fotoaparaːt
domek	domɛk
předkožka	pr̝̊ɛtkoʃka
export	ɛksport
autonomně	au̯tonomɲɛ
elektrikář	ɛlɛktrɪkaːr̝̊
noste	nostɛ
tádžičtina	taːdʒɪt͡ʃcɪna
uhánět	uɦaːɲɛt
kožárová	koʒaːrovaː
sisyfos	sɪsɪfos
standard	standart
kilojoule	kɪlodʒau̯l
jezdívat	jɛzɟiːvat
oplotit	oplocɪt
dualistický	dualɪstɪt͡skiː
ohnisko	oɦɲɪsko
číž	t͡ʃiːʃ
velryba	vɛlrɪba
kvák	kvaːk
cílit	t͡siːlɪt
ženouc	ʒɛnou̯t͡s
děsili	ɟɛsɪlɪ
kapilární	kapɪlaːrɲiː
kotel	kotɛl
vavřín	vavr̝iːn
kakadu	kakadu
neomylný	nɛomɪlniː
nejlevnější	nɛjlɛvɲɛjʃiː
hluboce	ɦlubot͡sɛ
špekáček	ʃpɛkaːt͡ʃɛk
vodorovný	vodorovniː
sémantika	sɛːmantɪka
vřes	vr̝ɛs
dojat	dojat
bratrství	bratr̩stviː
pracujete	prat͡sujɛtɛ
stavu	stavu
těsní	cɛsɲiː
sunul	sunul
tušte	tuʃtɛ
ulita	ulɪta
studovna	studovna
radomila	radomɪla
kážu	kaːʒu
nespravedlivost	nɛspravɛdlɪvost
intenzivní	ɪntɛnzɪvɲiː
nespojitý	nɛspojɪtiː
hnít	ɦɲiːt
nijak	ɲɪjak
plomba	plomba
cizoložství	t͡sɪzoloʃstviː
řetězec	r̝ɛcɛzɛt͡s
jednomocný	jɛdnomot͡sniː
havířov	ɦaviːr̝of
ogar	oɡar
bzdě	bzɟɛ
údech	uːdɛx
afghánistán	avɡaːɲɪstaːn
sudou	sudou̯
fena	fɛna
rozpor	rospor
kyblík	kɪbliːk
princip	prɪnt͡sɪp
bolestný	bolɛstniː
ramlice	ramlɪt͡sɛ
nebojácný	nɛbojaːt͡sniː
prodejna	prodɛjna
drsek	dr̩sɛk
varu	varu
ploutev	plou̯tɛf
nástup	naːstup
sťala	scala
pansexualita	pansɛksualɪta
srpnový	sr̩pnoviː
čepel	t͡ʃɛpɛl
pečivo	pɛt͡ʃɪvo
ovzduší	ovzduʃiː
lukáš	lukaːʃ
jasnozřivý	jasnozr̝ɪviː
martínek	marciːnɛk
chrp	xr̩p
chile	t͡ʃɪlɛ
tíhou	ciːɦou̯
ouško	ou̯ʃko
půdách	puːdaːx
tažen	taʒɛn
vydře	vɪdr̝ɛ
kostým	kostiːm
oddělat	odɟɛlat
sinice	sɪɲɪt͡sɛ
letů	lɛtuː
strojvůdce	strojvuːt͡sɛ
kolektivistický	kolɛktɪvɪstɪt͡skiː
vyhodnocení	vɪɦodnot͡sɛɲiː
kolník	kolɲiːk
regulátor	rɛɡulaːtor
meziobratlový	mɛzɪobratloviː
vnitroblok	vɲɪtroblok
bangladéš	baŋɡladɛːʃ
vyslepičit	vɪslɛpɪt͡ʃɪt
cestu	t͡sɛstu
despota	dɛspota
kecy	kɛt͡sɪ
sunouc	sunou̯t͡s
vnitropolitický	vɲɪtropolɪtɪt͡skiː
kruciprdel	krut͡sɪpr̩dɛl
koncept	kont͡sɛpt
teple	tɛplɛ
slotu	slotu
najmout	najmou̯t
nejčestněji	nɛjt͡ʃɛstɲɛjɪ
zlodějíček	zloɟɛjiːt͡ʃɛk
smete	smɛtɛ
baktérie	baktɛːrɪjɛ
zručný	zrut͡ʃniː
rozdělovat	rozɟɛlovat
spěchat	spjɛxat
přistoupit	pr̝̊ɪstou̯pɪt
gruzín	ɡruziːn
matrace	matrat͡sɛ
mlčenlivost	ml̩t͡ʃɛnlɪvost
bodrý	bodriː
motiv	motɪf
sestřička	sɛstr̝̊ɪt͡ʃka
hasíš	ɦasiːʃ
pídi	piːɟɪ
ďasech	ɟasɛx
zaměstnankyně	zamɲɛstnaŋkɪɲɛ
bacil	bat͡sɪl
vývar	viːvar
baškirština	baʃkɪrʃcɪna
zad	zat
sumci	sumt͡sɪ
nadutý	nadutiː
lesní	lɛsɲiː
volnost	volnost
trestuhodný	trɛstuɦodniː
lizy	lɪzɪ
hran	ɦran
vozu	vozu
logicky	loɡɪt͡skɪ
skotská	skotskaː
aktualizace	aktualɪzat͡sɛ
horské	ɦorskɛː
hemoragie	ɦɛmoraɡɪjɛ
kecám	kɛt͡saːm
řehtat	r̝ɛxtat
parabola	parabola
skoro	skoro
prastrýc	prastriːt͡s
vlast	vlast
nános	naːnos
vítězství	viːcɛstviː
jádro	jaːdro
cévní	t͡sɛːvɲiː
hercích	ɦɛrt͡siːx
okoun	okou̯n
halušky	ɦaluʃkɪ
jaré	jarɛː
kinetický	kɪnɛtɪt͡skiː
mastocyt	mastot͡sɪt
přehršle	pr̝̊ɛɦr̩ʃlɛ
lehnout	lɛɦnou̯t
pěstech	pjɛstɛx
rybář	rɪbaːr̝̊
kamarádčin	kamaraːt͡ʃɪn
krkoun	kr̩kou̯n
nerovný	nɛrovniː
stupňovat	stupɲovat
olovem	olovɛm
negramotný	nɛɡramotniː
chodívat	xoɟiːvat
najalo	najalo
přepych	pr̝̊ɛpɪx
orlův	orluːf
zemlbába	zɛml̩baːba
ametyst	amɛtɪst
učenost	ut͡ʃɛnost
ústavní	uːstavɲiː
vítáno	viːtaːno
egypt	ɛɡɪpt
břízu	br̝iːzu
číslům	t͡ʃiːsluːm
sexuální	sɛksuaːlɲiː
opravář	opravaːr̝̊
odpustit	otpuscɪt
svinčík	svɪnt͡ʃiːk
centrála	t͡sɛntraːla
chlapeček	xlapɛt͡ʃɛk
cedník	t͡sɛdɲiːk
strakapoud	strakapou̯t
chvalozpěv	xvalospjɛf
vínan	viːnan
rohatý	roɦatiː
bahen	baɦɛn
brně	br̩ɲɛ
papinkat	papɪŋkat
litina	lɪcɪna
kachnice	kaxɲɪt͡sɛ
maskat	maskat
chloristan	xlorɪstan
příjemný	pr̝̊iːjɛmniː
fonoložka	fonoloʃka
asyndeton	asɪndɛton
volaty	volatɪ
cestující	t͡sɛstujiːt͡siː
derivace	dɛrɪvat͡sɛ
afghánka	avɡaːŋka
táhli	taːɦlɪ
zvolený	zvolɛniː
čtou	t͡ʃtou̯
rakev	rakɛf
šichta	ʃɪxta
zápražka	zaːpraʃka
tuchl	tuxl̩
rádža	raːdʒa
vzplanutí	fsplanuciː
ideolog	ɪdɛolok
napříč	napr̝̊iːt͡ʃ
vázaný	vaːzaniː
vorlíček	vorliːt͡ʃɛk
kouzla	kou̯zla
cvičit	t͡svɪt͡ʃɪt
semitologie	sɛmɪtoloɡɪjɛ
vyhnanec	vɪɦnanɛt͡s
odstín	otsciːn
představitelný	pr̝̊ɛtstavɪtɛlniː
solí	soliː
vlajkový	vlajkoviː
krakovan	krakovan
milán	mɪlaːn
vředový	vr̝ɛdoviː
potomstvo	potomstvo
rekovský	rɛkofskiː
plazům	plazuːm
chvíle	xviːlɛ
neústupný	nɛuːstupniː
thovt	toft
jula	jula
čerpací	t͡ʃɛrpat͡siː
lehátko	lɛɦaːtko
návštěvník	naːfʃcɛvɲiːk
spoluvina	spoluvɪna
zlou	zlou̯
deštník	dɛʃtɲiːk
válci	vaːlt͡sɪ
nominalista	nomɪnalɪsta
richard	rɪxart
útlý	uːtliː
přežití	pr̝̊ɛʒɪciː
odsejpat	otsɛjpat
aférka	afɛːrka
příbuzný	pr̝̊iːbuzniː
pasterizace	pastɛrɪzat͡sɛ
gramotnost	ɡramotnost
kondom	kondom
muslimka	muslɪmka
svléknout	svlɛːknou̯t
acetát	at͡sɛtaːt
využiv	vɪuʒɪf
plaší	plaʃiː
máselnice	maːsɛlɲɪt͡sɛ
galoše	ɡaloʃɛ
aristotelovec	arɪstotɛlovɛt͡s
plnotextový	pl̩notɛkstoviː
bude	budɛ
ohrožený	oɦroʒɛniː
cédéčko	t͡sɛːdɛːt͡ʃko
nejdostatečněji	nɛjdostatɛt͡ʃɲɛjɪ
úskok	uːskok
kouře	kou̯r̝ɛ
daneček	danɛt͡ʃɛk
kuku	kuku
absolvent	apsolvɛnt
ideologie	ɪdɛoloɡɪjɛ
kožní	koʒɲiː
žilou	ʒɪlou̯
smělo	sm̩ɲɛlo
kánon	kaːnon
boran	boran
ejakulát	ɛjakulaːt
přítomnost	pr̝̊iːtomnost
činy	t͡ʃɪnɪ
pomazat	pomazat
smeták	smɛtaːk
uspořádání	uspor̝aːdaːɲiː
olomúc	olomuːt͡s
čelil	t͡ʃɛlɪl
zastánkyně	zastaːŋkɪɲɛ
neexistující	nɛɛksɪstujiːt͡siː
infrastruktura	ɪnfrastruktura
prodej	prodɛj
kalas	kalas
komplikovat	komplɪkovat
živořit	ʒɪvor̝ɪt
efekt	ɛfɛkt
kliďas	klɪɟas
lepém	lɛpɛːm
západočeský	zaːpadot͡ʃɛskiː
protivný	procɪvniː
kocourkov	kot͡sou̯rkof
amorfní	amorfɲiː
lůnem	luːnɛm
výrob	viːrop
rudý	rudiː
otevření	otɛvr̝ɛɲiː
udělav	uɟɛlaf
dyslektický	dɪslɛktɪt͡skiː
tancováno	tant͡sovaːno
patám	pataːm
ozdobit	ozdobɪt
bóře	boːr̝ɛ
blaha	blaɦa
stařík	star̝iːk
rolák	rolaːk
pětimocný	pjɛcɪmot͡sniː
chasa	xasa
vysvětlitelný	vɪsvjɛtlɪtɛlniː
pralesnička	pralɛsɲɪt͡ʃka
oidipus	oɪdɪpus
končetina	kont͡ʃɛcɪna
kompilovat	kompɪlovat
okovávat	okovaːvat
udělovat	uɟɛlovat
podřetězec	podr̝ɛcɛzɛt͡s
import	ɪmport
zdůraznit	zduːrazɲɪt
dcerunka	t͡sɛruŋka
pracovali	prat͡sovalɪ
dělit	ɟɛlɪt
lektvar	lɛktvar
rada	rada
klíče	kliːt͡ʃɛ
debří	dɛbr̝iː
regina	rɛɡɪna
optimističtější	optɪmɪstɪt͡ʃcɛjʃiː
vědecky	vjɛdɛt͡skɪ
umožnit	umoʒɲɪt
krystalizovat	krɪstalɪzovat
slabin	slabɪn
neobyvatelný	nɛobɪvatɛlniː
vítr	viːtr̩
kopě	kopjɛ
magdička	maɡɟɪt͡ʃka
hotárek	ɦotaːrɛk
lichtenštejnský	lɪxtɛnʃtɛjn̩skiː
vzala	vzala
haló	ɦaloː
bohuš	boɦuʃ
jinotaj	jɪnotaj
slabika	slabɪka
vína	viːna
zapalovač	zapalovat͡ʃ
úhor	uːɦor
dobrá	dobraː
švédsko	ʃvɛːtsko
pohon	poɦon
rozejít	rozɛjiːt
dezinsekce	dɛzɪnsɛkt͡sɛ
mise	mɪsɛ
vlek	vlɛk
umyvadlo	umɪvadlo
tomášek	tomaːʃɛk
tkadlena	tkadlɛna
spas	spas
příteli	pr̝̊iːtɛlɪ
klem	klɛm
sebekontrola	sɛbɛkontrola
braniborsko	braɲɪborsko
politizace	polɪtɪzat͡sɛ
krutí	kruciː
skřivan	skr̝̊ɪvan
mdlost	mdlost
běžkyně	bjɛʃkɪɲɛ
dikce	dɪkt͡sɛ
exučitel	ɛksut͡ʃɪtɛl
zkorumpovat	skorumpovat
galina	ɡalɪna
perspektivní	pɛrspɛktɪvɲiː
gonáda	ɡonaːda
břitcí	br̝ɪt͡siː
tuhy	tuɦɪ
děd	ɟɛt
vzezření	vzɛzr̝ɛɲiː
čtrnáctiletý	t͡ʃtr̩naːt͡scɪlɛtiː
krypl	krɪpl̩
usadit	usaɟɪt
kolínka	koliːŋka
potrestat	potrɛstat
získávat	ziːskaːvat
líbáš	liːbaːʃ
skrblit	skr̩blɪt
transplantát	transplantaːt
monetaristický	monɛtarɪstɪt͡skiː
pobývat	pobiːvat
vyšívat	vɪʃiːvat
obezřetný	obɛzr̝ɛtniː
pekli	pɛklɪ
krčmář	kr̩t͡ʃmaːr̝̊
divan	dɪvan
hovořit	ɦovor̝ɪt
zaprvé	zapr̩vɛː
teoretický	tɛorɛtɪt͡skiː
kšandy	kʃandɪ
nadporučík	natporut͡ʃiːk
usuzování	usuzovaːɲiː
pasena	pasɛna
fraktál	fraktaːl
plamenomet	plamɛnomɛt
jitro	jɪtro
žerzej	ʒɛrzɛj
soupeřův	sou̯pɛr̝uːf
palmitát	palmɪtaːt
pevnina	pɛvɲɪna
čelen	t͡ʃɛlɛn
uklidit	uklɪɟɪt
poměr	pomɲɛr
šarlota	ʃarlota
listopadový	lɪstopadoviː
jidášovou	jɪdaːʃovoʊ̯
amada	amada
kritizovatelný	krɪtɪzovatɛlniː
dochvilný	doxvɪlniː
jedinec	jɛɟɪnɛt͡s
sochor	soxor
členit	t͡ʃlɛɲɪt
vševědoucí	fʃɛvjɛdou̯t͡siː
imunologie	ɪmunoloɡɪjɛ
stéblo	stɛːblo
luboš	luboʃ
koketovat	kokɛtovat
kýlu	kiːlu
hanka	ɦaŋka
komunikace	komunɪkat͡sɛ
královi	kraːlovɪ
daním	daɲiːm
trpasličí	tr̩paslɪt͡ʃiː
pracovnice	prat͡sovɲɪt͡sɛ
hůro	ɦuːro
polarita	polarɪta
porážka	poraːʃka
houští	ɦou̯ʃciː
žebry	ʒɛbrɪ
slepic	slɛpɪt͡s
pingle	pɪŋɡlɛ
veselí	vɛsɛliː
mula	mula
poznatelný	poznatɛlniː
kodifikace	kodɪfɪkat͡sɛ
bratrovrah	bratrovrax
vůlí	vuːliː
pivovar	pɪvovar
dovést	dovɛːst
rozhodný	rozɦodniː
vřelé	vr̝ɛlɛː
kantonština	kantonʃcɪna
lipani	lɪpaɲɪ
radíte	raɟiːtɛ
finalista	fɪnalɪsta
berňák	bɛrɲaːk
příště	pr̝̊iːʃcɛ
spektakulární	spɛktakulaːrɲiː
utéct	utɛːt͡st
maličký	malɪt͡ʃkiː
hraní	ɦraɲiː
telefonista	tɛlɛfoɲɪsta
můrami	muːramɪ
zmlátit	zm̩laːcɪt
popelář	popɛlaːr̝̊
kyberpunk	kɪbɛrpaŋk
mul	mul
vlček	vl̩t͡ʃɛk
medvědů	mɛdvjɛduː
běhá	bjɛɦaː
seknout	sɛknou̯t
velbloudice	vɛlblou̯ɟɪt͡sɛ
čtyřicetina	t͡ʃtɪr̝ɪt͡sɛcɪna
frigidní	frɪɡɪdɲiː
dělu	ɟɛlu
sklad	sklat
zatemňovat	zatɛmɲovat
beztvarý	bɛstvariː
táhla	taːɦla
sebepřijetí	sɛbɛpr̝̊ɪjɛciː
imaginární	ɪmaɡɪnaːrɲiː
mateř	matɛr̝̊
zástupce	zaːstupt͡sɛ
prostor	prostor
svalu	svalu
elektivní	ɛlɛktɪvɲiː
stěně	scɛɲɛ
katarakt	katarakt
vzpomenout	fspomɛnou̯t
minut	mɪnut
lotyšsko	lotɪʃsko
bretonština	brɛtonʃcɪna
antverpan	antvɛrpan
dorozumívací	dorozumiːvat͡siː
řádíš	r̝aːɟiːʃ
tahán	taɦaːn
pozitivní	pozɪtɪvɲiː
přičíst	pr̝̊ɪt͡ʃiːst
pudíš	puɟiːʃ
pejsánek	pɛjsaːnɛk
kurovi	kurovɪ
zápasit	zaːpasɪt
obživa	obʒɪva
borovička	borovɪt͡ʃka
chlapcův	xlapt͡suːf
lucčin	lut͡st͡ʃɪn
všem	fʃɛm
čína	t͡ʃiːna
poznaň	poznaɲ
zakázaný	zakaːzaniː
kázáno	kaːzaːno
stropě	stropjɛ
konjugovat	konjuɡovat
dělem	ɟɛlɛm
skrytý	skrɪtiː
robovým	roboviːm
všímavý	fʃiːmaviː
volič	volɪt͡ʃ
nerv	nɛrf
bijeme	bɪjɛmɛ
urban	urban
znehodnotit	znɛɦodnocɪt
výhybka	viːɦɪpka
komentář	komɛntaːr̝̊
pudit	puɟɪt
desetiúhelník	dɛsɛcɪuːɦɛlɲiːk
induktivní	ɪnduktɪvɲiː
podrážděně	podraːʒɟɛɲɛ
rakušák	rakuʃaːk
nadšenec	natʃɛnɛt͡s
rez	rɛs
libor	lɪbor
uzbecký	uzbɛt͡skiː
lotyšský	lotɪʃskiː
derou	dɛrou̯
chebsko	xɛpsko
pitomina	pɪtomɪna
zachariáš	zaxarɪaːʃ
město	mɲɛsto
hranostaj	ɦranostaj
bosňák	bosɲaːk
dohled	doɦlɛt
mamka	mamka
dob	dop
ospravedlnitelný	ospravɛdl̩ɲɪtɛlniː
polem	polɛm
importní	ɪmportɲiː
obrátit	obraːcɪt
senzibilizovat	sɛnzɪbɪlɪzovat
ištařin	ɪʃtar̝ɪn
budíček	buɟiːt͡ʃɛk
hajzlík	ɦajzliːk
kruciš	krut͡sɪʃ
řezu	r̝ɛzu
pouti	pou̯cɪ
obava	obava
funkcionalista	fuŋkt͡sɪonalɪsta
mořilo	mor̝ɪlo
kolektivista	kolɛktɪvɪsta
krkl	kr̩kl̩
kapsář	kapsaːr̝̊
míra	miːra
podal	podal
kráska	kraːska
lepku	lɛpku
otrhaný	otr̩ɦaniː
čuchat	t͡ʃuxat
prstýnek	pr̩stiːnɛk
kovoprůmysl	kovopruːmɪsl̩
kružnice	kruʒɲɪt͡sɛ
posádka	posaːtka
těžbě	cɛʒbjɛ
podpálit	potpaːlɪt
terezčin	tɛrɛst͡ʃɪn
kontrolovat	kontrolovat
nachlazení	naxlazɛɲiː
keřík	kɛr̝iːk
gameta	ɡamɛta
míče	miːt͡ʃɛ
šeřík	ʃɛr̝iːk
postel	postɛl
několikanásobně	ɲɛkolɪkanaːsobɲɛ
fyzicky	fɪzɪt͡skɪ
dávaly	daːvalɪ
sumčí	sumt͡ʃiː
baronův	baronuːf
angolan	aŋɡolan
zdě	zɟɛ
stárnutí	staːrnuciː
gympl	ɡɪmpl̩
metafyzický	mɛtafɪzɪt͡skiː
prazvláštní	prazvlaːʃtɲiː
zbylý	zbɪliː
pokraj	pokraj
pelikání	pɛlɪkaːɲiː
nadhlavník	nadɦlavɲiːk
sekce	sɛkt͡sɛ
specifický	spɛt͡sɪfɪt͡skiː
hyperkoule	ɦɪpɛrkou̯lɛ
lepit	lɛpɪt
citovat	t͡sɪtovat
plaveni	plavɛɲɪ
chobotnička	xobotɲɪt͡ʃka
upláchnout	uplaːxnou̯t
sisyfovský	sɪsɪfofskiː
přiletět	pr̝̊ɪlɛcɛt
admirál	admɪraːl
hrásť	ɦraːsc
záporný	zaːporniː
proměňte	promɲɛɲtɛ
žral	ʒral
blaženě	blaʒɛɲɛ
šibal	ʃɪbal
čurák	t͡ʃuraːk
ionizátor	ɪjonɪzaːtor
rukověť	rukovjɛc
přemoct	pr̝̊ɛmot͡st
uondat	uondat
krajan	krajan
darja	darja
bezbarvý	bɛzbarviː
hedvábný	ɦɛdvaːbniː
konzervativec	konzɛrvatɪvɛt͡s
čepů	t͡ʃɛpuː
šatník	ʃatɲiːk
pádišáh	paːdɪʃaːx
štočkař	ʃtot͡ʃkar̝̊
jařma	jar̝ma
chrom	xrom
působivost	puːsobɪvost
nejraději	nɛjraɟɛjɪ
mrzly	mr̩zlɪ
pěstích	pjɛsciːx
mrkvička	mr̩kvɪt͡ʃka
hůrka	ɦuːrka
tazatel	tazatɛl
kopre	koprɛ
ubývat	ubiːvat
morálka	moraːlka
kávový	kaːvoviː
uzlům	uzluːm
italský	ɪtalskiː
plaťme	placmɛ
peluň	pɛluɲ
kakraholte	kakraɦoltɛ
derete	dɛrɛtɛ
psán	psaːn
dečka	dɛt͡ʃka
place	plat͡sɛ
spisovatelův	spɪsovatɛluːf
varovat	varovat
finka	fɪŋka
brucelóza	brut͡sɛloːza
cucaje	t͡sut͡sajɛ
buvol	buvol
sudém	sudɛːm
sílí	siːliː
plátěný	plaːcɛniː
oliváček	olɪvaːtʃɛk
ještěrčí	jɛʃcɛrt͡ʃiː
hůře	ɦuːr̝ɛ
egypťan	ɛɡɪpcan
lít	liːt
nevysvětlitelný	nɛvɪsvjɛtlɪtɛlniː
nadpřirozený	natpr̝̊ɪrozɛniː
nazpět	naspjɛt
holý	ɦoliː
patka	patka
intermitentní	ɪntɛrmɪtɛntɲiː
hněvivý	ɦɲɛvɪviː
kvalitativní	kvalɪtatɪvɲiː
uhlu	uɦlu
jehlo	jɛɦlo
plešatost	plɛʃatost
sílám	siːlaːm
dávali	daːvalɪ
ztvární	stvaːrɲiː
tisu	cɪsu
housenčí	ɦou̯sɛnt͡ʃiː
sandál	sandaːl
mize	mɪzɛ
lacinost	lat͡sɪnost
nádobí	naːdobiː
kosmonautka	kosmonau̯tka
vrabčí	vrapt͡ʃiː
visela	vɪsɛla
chcát	xt͡saːt
mozambičan	mozambɪt͡ʃan
ržání	rʒaːɲiː
hodinář	ɦoɟɪnaːr̝̊
deoxyribonukleový	dɛoksɪrɪbonuklɛoviː
mravenčan	mravɛnt͡ʃan
skotský	skotskiː
štucel	ʃtut͡sɛl
odstřelovač	otstr̝̊ɛlovat͡ʃ
putyka	putɪka
formalismus	formalɪzmus
činech	t͡ʃɪnɛx
prezident	prɛzɪdɛnt
skutečnost	skutɛt͡ʃnost
duchaplnost	duxapl̩nost
nezanedbatelný	nɛzanɛdbatɛlniː
přerušovat	pr̝̊ɛruʃovat
katabolismus	katabolɪzmus
chirální	xɪraːlɲiː
kopic	kopɪt͡s
léčí	lɛːt͡ʃiː
pelyň	pɛlɪɲ
centrum	t͡sɛntrum
pastorkyně	pastorkɪɲɛ
spoléhat	spolɛːɦat
hol	ɦol
střízvý	str̝̊iːzviː
plochý	ploxiː
směšně	sm̩ɲɛʃɲɛ
schne	sxnɛ
systematizovat	sɪstɛmatɪzovat
taškent	taʃkɛnt
zbrojení	zbrojɛɲiː
převládající	pr̝̊ɛvlaːdajiːt͡siː
ataka	ataka
trpce	tr̩pt͡sɛ
krepdešín	krɛbdɛʃiːn
případný	pr̝̊iːpadniː
bezdomovec	bɛzdomovɛt͡s
řecko	r̝ɛt͡sko
žerte	ʒɛrtɛ
čárech	t͡ʃaːrɛx
diferenciální	dɪfɛrɛnt͡sɪaːlɲiː
uprchnout	upr̩xnou̯t
člověku	t͡ʃlovjɛku
sazí	saziː
zachroptět	zaxropcɛt
otrok	otrok
citadela	t͡sɪtadɛla
lováče	lovaːt͡ʃɛ
vidu	vɪdu
novotný	novotniː
hlásit	ɦlaːsɪt
sajeme	sajɛmɛ
uznat	uznat
antropocentrický	antropot͡sɛntrɪt͡skiː
vydrami	vɪdramɪ
bečka	bɛt͡ʃka
dekódovat	dɛkoːdovat
mávám	maːvaːm
potrava	potrava
škodolibost	ʃkodolɪbost
kostaričanka	kostarɪt͡ʃaŋka
kůrů	kuːruː
matkovrah	matkovrax
důsledný	duːslɛdniː
pohne	poɦnɛ
měrami	mɲɛramɪ
vyhnán	vɪɦnaːn
dovednost	dovɛdnost
vála	vaːla
hádaly	ɦaːdalɪ
expert	ɛkspɛrt
gummy	ɡumɪ
všemocný	fʃɛmot͡sniː
okout	okou̯t
navrátilová	navraːcɪlovaː
přema	pr̝̊ɛma
radomír	radomiːr
