abduït	abduit
tesà	teza
majestuoses	məʒəstuozəs
empapussada	empapusada
tíbia	tibiə
alvocat	əlvokat
requetè	rəkətə
emboscats	əmboskats
danyat	daɲat
manxúria	məɲʃuɾiə
residit	rəzidit
lèxica	lɛksikə
terrè	tere
decoració	dəkuɾəsio
destacada	dəstəkadə
enganyós	əŋɡəɲos
conveniència	komveniɛnsia
vibres	vibɾəs
negociació	neɡosiasio
atemptant	atemtant
començada	kumənsadə
infantil	imfəntil
maliciosa	məlisiozə
construiria	kunstɾuiɾiə
agafatós	aɡafatos
previngut	pɾəbiŋɡut
comunicades	kumunikadəs
retrunyit	rətɾuɲit
regnar	reɡnaɾ
venut	bənut
fermentat	fərməntat
astronòmica	əstɾunɔmikə
comèdies	kumɛdiəs
verificar	veɾifikaɾ
perfectes	pəɾfɛktəs
afegir	əfəʒi
atesos	ətɛzus
tardor	tərdo
blastomats	bləstumats
salsa	salsa
assenyalat	əsəɲəlat
acte	akte
acostada	əkostadə
quint	kin
desmuntada	dezmuntada
aviava	aviava
fleca	fləkə
ensumades	ensumades
fiant	fian
albergades	əlbərɡadəs
enfrontades	əmfɾuntadəs
predir	pɾediɾ
simbolitzada	simbulid͡zadə
càceres	kaseɾes
alimentades	əliməntadəs
faltar	faltaɾ
vigoritzades	biɡuɾid͡zadəs
t'estimo	təstimu
bus	bus
estereotipada	əstəɾəutipadə
ajuts	əʒuts
benèfiques	bənɛfikəs
preferires	pɾefeɾiɾes
avançament	avansament
trenaria	tɾenaɾia
anglès	aŋɡles
sacrificada	səkɾifikadə
rebregar	rəbɾəɡa
tètric	tɛtɾik
pega	peɡa
apurat	apuɾat
sovintejada	subintəʒadə
colorímetres	kuluɾimətɾəs
irremeiable	irəməjablə
afilades	əfiladəs
puixança	puʃansə
energia	ənərʒiə
mecanografiada	məkənoɡɾəfiadə
grec	ɡɾek
xaval	t͡ʃaval
triomfades	tɾiumfadəs
acompanyat	akompaɲat
extrapolar	ekstɾapolaɾ
angloparlant	əŋɡlupərlan
prosseguit	pɾoseɡit
comissionar	komisionaɾ
embarrancat	əmbərəŋkat
vegana	bəɡanə
sorna	sɔɾnə
terciari	təɾsiaɾi
vivacitat	vivasitat
retardada	retaɾdada
investida	imbəstidə
pregat	pɾəɡat
dutxada	dut͡ʃada
notorietat	notoɾiətat
xic	t͡ʃik
longitud	luɲʒitut
trencats	tɾeŋkats
escaramussat	eskaɾamusat
enaiguats	ənəjɡwats
accedir	əksədi
destruí	destɾui
feroesos	feɾoezos
rebregats	rebɾeɡats
forçares	foɾsaɾəs
uterins	uteɾins
acariciant	akaɾisiant
eructada	eɾuktada
assecats	əsəkats
referida	rəfəɾidə
ha	a
fetge	fed͡ʒe
impetrat	impətɾat
lluiria	ʎuiɾiə
evocares	əbukaɾəs
competició	kompətisio
estranyar	əstɾəɲa
inversament	imveɾsament
ecocardiografia	əkukərdiuɡɾəfiə
somnolència	sumnulɛnsiə
reduïdes	rəduidəs
bastir	bastiɾ
adic	adik
topografia	tupuɡɾəfiə
esbandit	ezbandit
intactes	intaktəs
convingudes	komviŋɡudəs
patent	pətent
retallat	rətəʎat
abusada	əbuzadə
emulada	əmuladə
comentats	komentats
beneïdes	beneides
oferta	ufɛrtə
brandat	bɾəndat
descontentaria	dəskontəntəɾiə
polaritzades	polaɾizades
fotografiar	futuɡɾəfia
desesperat	dəzəspəɾat
indumentàries	induməntaɾiəs
birmània	birmaniə
nucli	nukli
ferides	feɾides
pecà	peka
discreta	diskɾɛtə
adjudico	əd͡ʒudiku
fossat	fosat
lligam	ʎiɡam
restringits	restɾiɲd͡ʒits
trencadissos	tɾəŋkədisus
aparegut	apaɾeɡut
depredats	dəpɾədats
ajornar	əʒurna
obtenir	optəni
vigilància	vid͡ʒilansia
llevats	ʎevats
guionet	ɡionət
entesos	əntɛzus
classificable	klasifikable
activació	aktivasio
irlandès	iɾləndəs
tractats	tɾaktats
reivindicada	rəjvindikadə
ànglia	aŋɡlia
orientalitzades	uɾiəntəlid͡zadəs
tombant	tumban
ibèria	ibɛɾiə
descartava	deskaɾtava
cronista	kɾonista
miolats	miulats
muntant	muntant
vènia	venia
guerriller	ɡəriʎe
picardia	pikərdiə
diners	dineɾs
escorxador	eskoɾt͡ʃadoɾ
solució	sulusio
llombrígol	ʎumbɾiɡol
honorària	onoɾaɾia
magatzem	maɡad͡zem
esdevinguts	əzdəviŋɡuts
pagesia	pəʒəziə
deliberats	delibeɾats
comerciar	kumərsia
genollada	d͡ʒenoʎada
cordada	koɾdada
documentades	dokumentades
toco	toku
emules	əmuləs
acusada	əkuzadə
cancerosos	kənsəɾozus
reflectides	rəfləktidəs
llonja	ʎɔɲʒə
comptabilitzat	komtəbilid͡zat
fundadors	fundədos
congregada	koŋɡɾəɡadə
orientalitzar	uɾiəntəlid͡za
socialitzat	sosiəlid͡zat
perjudicar	peɾd͡ʒudikaɾ
rebombori	rəbumbɔɾi
judici	d͡ʒudisi
argentina	əɾʒəntinə
optada	optadə
fluixesa	flujʃeza
astrològica	əstɾolɔʒikə
diria	diɾia
agregaria	əɡɾəɡəɾiə
comunica	komunikə
reclutada	rəklutadə
radicalitzat	rədikəlid͡zat
comitiva	komitiva
sobreviscuda	sobɾeviskuda
mecanografiat	məkənoɡɾəfiat
acudiu	əkudiw
lírica	liɾikə
tacat	takat
endinsats	endinzats
múrries	muriəs
copsar	kupsa
intravenós	intɾəbənos
comunicatives	kumunikətibəs
reproduir	rəpɾodui
fullaca	fuʎaka
benaurat	bənəwɾat
afusellada	əfuzəʎadə
merceritzada	mərsəɾid͡zadə
arxivades	ərʃibadəs
posseir	pusəi
rudes	rudəs
hipnosi	ibnɔzi
visir	viziɾ
raspallades	rəspəʎadəs
zigzaguejades	ziɡzaɡed͡ʒades
repartir	rəpəɾti
badia	badia
intercontinental	inteɾkontinental
anhelades	anelades
deposats	dəpuzats
refrigerats	refɾid͡ʒeɾats
naturalesa	nətuɾələzə
excel·lides	əksəllidəs
espurnejat	əspuɾnəʒat
narrador	naradoɾ
fracturada	fɾaktuɾada
disseminarem	diseminaɾem
corrosió	korozio
resumit	rəzumit
tàlem	taləm
udolar	udula
lentament	ləntəmen
degeneratiu	dəʒənəɾətiw
hesitar	əzita
determines	deteɾmines
pronunciació	pɾonunsiasio
escorregudes	eskoreɡudes
associant	asosiant
improvisada	impɾovizada
difamació	difəməsio
apercebuts	əpərsəbuts
gustós	ɡustos
truncada	tɾuŋkada
electró	ələktɾo
lletrejar	ʎetɾed͡ʒaɾ
llavada	ʎəvadə
deprimir	depɾimiɾ
coagulada	koəɡuladə
executat	eɡzekutat
alfabetitzant	əlfəbətid͡zant
alienats	alienats
asolellat	azoleʎat
compulsió	kompulsio
quadrant	kwadɾant
inspirar	inspiɾa
denotades	dənotadəs
exhaustives	əɡzəwstivəs
torçar	toɾsaɾ
agenollats	əʒənuʎats
orgullosament	oɾɡuʎozament
algebrista	aʎd͡ʒebɾista
pertangut	peɾtaŋɡut
acostem	əkustɛm
apreciant	apɾesiant
aprofitada	əpɾofitadə
identificades	idəntifikadəs
pòlissa	pɔlisə
negrosa	nəɡɾozə
donzell	donzɛʎ
personalitzar	pəɾsonəlid͡za
escotada	əskutadə
atrevint	ətɾəvint
banalitats	bənəlitats
memoritzades	məmoɾid͡zadəs
llavats	ʎəvats
diagonal	diəɡonal
aquilina	əkilinə
descrits	deskɾits
paralitzat	pəɾəlid͡zat
avenir	əvəni
provenir	pɾovəni
andròmina	andɾɔmina
analògiques	analɔd͡ʒikes
afinitats	afinitats
brodades	bɾodades
localitzada	lukəlid͡zadə
certificat	seɾtifikat
alarmistes	alaɾmistes
marroc	mərɔk
incrèdul	iŋkɾɛdul
escopits	eskopits
simplificaria	simplifikəɾiə
lleteria	ʎeteɾia
embarrancat	embaraŋkat
demostrades	dəmustɾadəs
empinar	əmpina
negant	neɡant
qüestionades	kwəstionadəs
interpretares	intəɾpɾətaɾəs
desafortunats	dezafoɾtunats
abruços	əbɾusus
xavier	ʃəbie
formular	furmula
afirmat	əfirmat
decències	desɛnsies
espavilats	əspəbilats
avança	əbansə
unflades	umfladəs
dissociades	disusiadəs
despectiu	dəspəktiw
magnífica	maɡnifika
previngudes	pɾəviŋɡudəs
diluïda	diluidə
confeccionada	komfeksionada
superjò	supəɾʒɔ
patognòmic	pətuɡnɔmik
precipicis	pɾəsipisis
butilè	butile
adiguí	adiɡi
aixafades	əʃəfadəs
atropellant	ətɾupəʎan
enfocats	əmfukats
boda	bodə
suec	suɛk
diàfan	diafən
malalt	məlal
dimeritzats	dimeɾizats
destructor	destɾuktoɾ
campus	kampus
pacient	pəsient
mida	midə
regressades	rəɡɾəsadəs
col·leccionar	kolləksiona
enuig	ənut͡ʃ
porus	pɔɾus
xarcuteria	t͡ʃaɾkuteɾia
adjurada	ad͡ʒuɾada
governamental	ɡubərnəməntal
intervinguts	inteɾviŋɡuts
evocares	əvokaɾəs
oblidosa	ublidozə
apostòlica	əpostɔlikə
abdicarà	əbdikəɾa
institucional	institusional
naufragada	nəwfɾəɡadə
alineat	alineat
tapís	təpis
txetxènia	t͡ʃət͡ʃəniə
esporgada	əspoɾɡadə
desistits	dezistits
dividida	dibididə
acudits	əkudits
apreciat	apɾesiat
número	numəɾo
labor	ləbo
governàrem	ɡubərnaɾəm
emprenyat	empɾeɲat
provada	pɾubadə
conservades	konseɾvades
documentada	dokuməntadə
captiu	kəptiw
preguntades	pɾəɡuntadəs
genoll	d͡ʒenoʎ
usable	uzable
vuit	bujt
composició	kompozisio
brotar	bɾotaɾ
arran	əran
taques	takəs
tòfona	tɔfonə
secant	sekant
promulgades	pɾomulɡades
militarisme	militaɾizme
liquidades	likidadəs
eludiria	əludiɾiə
convinguda	komviŋɡuda
incapaç	iŋkapas
motivar	motivaɾ
limitació	limitasio
bramats	bɾəmats
propagar	pɾupəɡa
atrafegada	ətɾəfəɡadə
indicades	indikadəs
vapor	vapoɾ
presidir	pɾəzidi
emmarcat	əmmərkat
votar	votaɾ
premiat	pɾəmiat
americans	əməɾikans
cansalada	kənsəladə
oscil·lar	osillaɾ
coronats	koɾonats
emigrava	əmiɡɾabə
mamífer	məmifə
prostituïda	pɾostituidə
congelades	kuɲʒəladəs
naufragi	nəwfɾaʒi
abrigat	əbɾiɡat
llicenciada	ʎisənsiadə
reconciliació	rəkunsiliəsio
remès	rəmɛs
abreviat	abɾeviat
afirmant	əfirman
adjurades	əd͡ʒuɾadəs
reivindicat	rəjvindikat
constant	konstant
dispersares	dispeɾsaɾes
derogatori	dəɾuɡətɔɾi
exasperades	əɡzəspəɾadəs
arrapant	ərəpant
aproximat	əpɾuksimat
aïnades	əinadəs
agüeu	aɡuew
encapçalar	əŋkəpsəla
al·ludir	əlludi
deterioració	dətəɾioɾəsio
dures	duɾes
colat	kulat
embussats	əmbusats
estiuejar	estiwed͡ʒaɾ
versificar	bərsifika
liegès	lied͡ʒes
californià	kəlifoɾnia
encarnada	eŋkaɾnada
bombades	bumbadəs
príap	pɾiəp
sagí	səʒi
pasturats	pəstuɾats
gàl·lics	ɡalliks
dessalar	dəsəla
plantejar	planted͡ʒaɾ
agermanats	əʒəɾmənats
cuirassar	kujɾasaɾ
trenades	tɾənadəs
vendre	vəndɾə
assotar	əsuta
algo	alɡo
histrionisme	istɾionizme
regida	red͡ʒida
diable	diablə
retòrica	retɔɾika
consternar	konstəɾna
traumatitzades	tɾawmatizades
diplomàcia	diplomasia
automatitzada	əwtomətid͡zadə
heroïna	eɾoina
incorporis	iŋkoɾpoɾis
enfadades	emfadades
rodejar	rudəʒa
grua	ɡɾua
portaveu	pɔɾtavew
corporativa	kurpuɾətibə
declinades	dəklinadəs
guardades	ɡwaɾdades
publicar	publika
llavats	ʎəbats
acostumares	əkostumaɾəs
encomanats	əŋkomənats
endevinar	əndəvina
blanquinosa	bləŋkinozə
administres	ədministɾəs
metilació	metilasio
abonat	əbunat
cordat	kurdat
adobar	adobaɾ
digitalitzades	did͡ʒitalizades
espantada	espantada
bhutanès	butanes
enfarinar	emfaɾinaɾ
perfeccionada	pəɾfəksionadə
somrigudes	somɾiɡudes
fumats	fumats
escuder	əskude
avantpassat	əbəmpəsat
plantejar	pləntəʒa
fàcilment	fasilment
incòmode	iŋkɔmodə
reconèixer	rəkonəʃə
fermentació	fərməntəsio
revitalitzada	revitalizada
nauru	nawɾu
abdicava	əbdikabə
gaire	ɡajɾe
arbori	aɾbɔɾi
biològic	biolɔʒik
inhumanes	inumanes
acabats	akabats
complicació	komplikəsio
persèfone	pərsɛfunə
ordenat	oɾdənat
ancorant	aŋkoɾant
esgotar	əzɡuta
destituït	destituit
comprar	kompɾaɾ
pragmàtica	pɾaɡmatika
motllurat	molluɾat
balcanitzat	bəlkənid͡zat
liegès	liəʒəs
verdosa	bərdozə
violins	viulins
sabatilla	səbətiʎə
copejar	koped͡ʒaɾ
fallada	faʎada
turíngia	tuɾiɲʒiə
proliferada	pɾolifeɾada
pregar	pɾeɡaɾ
modelat	mudəlat
convençudes	kumbənsudəs
demostrades	dəmostɾadəs
relacionat	relasionat
tos	tos
humanitària	umənitaɾiə
parem	pəɾɛm
adquisicions	atkizisions
passes	pases
doblegats	dubləɡats
merescudes	meɾeskudes
decantar	dəkənta
saturarem	satuɾaɾem
elevades	ələbadəs
programació	pɾuɡɾəməsio
nominada	numinadə
acrofòbia	əkɾofɔbiə
sodomitzats	sodomizats
profanes	pɾofanes
predominada	pɾədominadə
romànic	rumanik
llevant	ʎəban
cabra	kabɾa
ossa	osa
carnisseries	kəɾnisəɾiəs
capida	kəpidə
adic	ədik
gasós	ɡəzos
conformista	kumfurmistə
dessalinitzar	dəsəlinid͡za
alegrada	aleɡɾada
quim	kim
vigorosament	biɡuɾuzəmen
serològic	seɾolɔd͡ʒik
reforçat	rəfursat
cubicat	kubikat
fèretre	feɾetɾe
imposat	impozat
abraçava	əbɾəsabə
carbonitzats	kərbunid͡zats
rodades	rudadəs
sobrepassada	subɾəpəsadə
enjovar	əɲʒova
mercuri	mərkuɾi
convex	komvɛks
empobrida	empobɾida
assidu	asidu
ocupat	ukupat
fascina	fasina
presagiar	pɾezad͡ʒiaɾ
ronya	roɲə
exagerats	əɡzəʒəɾats
argumentats	əɾɡuməntats
cartó	kərto
toll	toʎ
il·legible	illed͡ʒible
croata	kɾoatə
petonejada	pətunəʒadə
reemplaçable	rəəmpləsablə
calamar	kalamaɾ
llunyania	ʎuɲania
copejaràs	kopəʒəɾas
recuperar	rəkupəɾa
sancionada	sansionada
nepalès	nəpəlɛs
delícies	dəlisiəs
americanitzat	ameɾikanizat
resistides	rəzistidəs
assistent	asistent
paregut	paɾeɡut
explotar	eksplotaɾ
premissa	pɾemisa
guardonada	ɡwaɾdonada
ventafocs	bentəfɔks
negant	nəɡan
agrair	əɡɾəi
acudirem	əkudiɾɛm
benedicció	bənədiksio
fregit	fɾed͡ʒit
robada	robada
laïcitzada	ləisid͡zadə
poder	pudɛ
fallats	fəʎats
indumentària	indumentaɾia
coarta	koaɾta
fuet	fuət
alcalins	əlkəlins
fenomenal	fenomenal
dejecció	dəʒəksio
furtiu	fuɾtiw
consular	kunsula
transcrits	tɾanskɾits
convidar	kumbida
tipogràfic	tipuɡɾafik
citaria	sitaɾia
estrenada	əstɾənadə
popularitzat	populaɾizat
arrebossant	arebosant
autocar	awtokaɾ
titulada	titulada
reciclar	rəsikla
eixut	əʃut
ignorància	iɡnoɾansiə
enfeudar	emfewdaɾ
emmascarats	əmməskəɾats
projectades	pɾod͡ʒektades
brava	bɾavə
venal	venal
tàcites	tasites
magnetitzat	maɡnetizat
accessori	əksəsɔɾi
perfeccionats	pəɾfəksionats
partiria	pəɾtiɾiə
mirrar	miraɾ
collada	koʎadə
membrana	membɾana
ciclista	siklista
modulats	mudulats
burxar	burʃa
introduir	intɾudui
monarca	monaɾka
contraposat	kuntɾəpuzat
imperceptible	impəɾsəptiblə
amats	amats
atmosfèric	əmmosfɛɾik
enyorada	əɲoɾadə
salomó	səlumo
estomacar	əstuməka
disputares	disputaɾəs
esmussar	ezmusaɾ
tenebrós	tənəbɾos
divina	divina
equinoderm	ekinodɛɾm
radicalitzat	radikalizat
brasiler	bɾəzile
reverbera	rəbərbeɾə
contaminades	kuntəminadəs
glomerular	ɡloməɾula
vilipendi	vilipɛndi
orinat	oɾinat
pintaria	pintaɾia
massiu	məsiw
marxa	marʃə
aiguaneu	əjɡwənew
precedides	pɾəsədidəs
empinada	empinada
epítet	epitet
rumorejada	rumoɾəʒadə
recança	rekansa
estalvi	əstalbi
per	peɾ
circumnavegat	sirkumnəbəɡat
esclatar	əskləta
cirurgià	siɾuɾʒia
caserna	kazɛɾna
agregada	aɡɾeɡada
obsessiu	opsəsiw
ganivet	ɡanivet
anticipant	antisipant
assegurable	aseɡuɾable
assecant	əsəkan
cúrcuma	kurkumə
desordenada	dəzoɾdənadə
neurodegeneratives	nəwɾudəʒənəɾətibəs
canadà	kanada
armem	əɾməm
estropiat	əstɾopiat
repartir	rəpərti
presumir	pɾəzumi
aclamat	əkləmat
aigua	ajɡwa
aprovat	əpɾovat
hiperglucèmia	ipərɡlusɛmiə
pinyata	piɲatə
el·líptic	əlliptik
evaporar	evapoɾaɾ
dissoldre	disɔldɾə
arqueòleg	ərkeɔlək
ambientats	əmbiəntats
delicat	dəlikat
congolès	kuŋɡulɛs
sevillà	səbiʎa
espàtula	espatula
raspat	rəspat
incorporat	iŋkurpuɾat
sigil	siʒil
desarreglar	dəzərəɡla
llevades	ʎevades
escalena	əskəlɛnə
domats	domats
reformar	refoɾmaɾ
fixar	fiksaɾ
fotovoltaica	fotovoltajka
saciats	səsiats
capficats	kapfikats
zona	zona
sorollós	suɾuʎos
modulada	moduladə
resistir	rəzisti
coexistiria	kueɡzistiɾiə
pirateria	piɾətəɾiə
menopàusic	menopawzik
individualitzada	individuəlid͡zadə
vida	vida
emmagatzematge	emmaɡad͡zemad͡ʒe
innocu	innɔku
oriol	uɾiɔl
articulat	əɾtikulat
sacarí	səkəɾi
provingudes	pɾoviŋɡudes
guapo	ɡwapo
agregació	əɡɾəɡəsio
processades	pɾosəsadəs
configurar	kumfiɡuɾa
lladrada	ʎədɾadə
acusatòries	əkuzətɔɾiəs
dogmatitzat	duɡmətid͡zat
prohibida	pɾoibidə
públic	publik
commemoració	kommemoɾasio
fugits	fud͡ʒits
estacar	əstəka
narrada	nəradə
tanzània	tanzania
abolida	əbulidə
descartaria	dəskərtəɾiə
aconseguit	əkonsəɡit
ganxo	ɡaɲʃu
verí	veɾi
suportar	supurta
coagulant	kuəɡulan
genèric	ʒənɛɾik
estricte	əstɾiktə
documentades	dukuməntadəs
deteriorada	deteɾioɾada
remolcades	remolkades
empresonar	empɾezonaɾ
etern	ətɛɾn
adient	ədient
amarant	əməɾant
emmagatzemats	əmməɡəd͡zəmats
parcials	pərsials
tenacitat	tenasitat
pronunciar	pɾonunsiaɾ
conspirada	konspiɾada
consultat	kunsultat
assenyat	aseɲat
sinople	sinɔplə
gambada	ɡambada
despertada	despeɾtada
avaluades	avaluades
rem	rəm
manesos	mənɛzus
mística	mistikə
comprat	kumpɾat
eufòric	əwfɔɾik
pomerània	pomeɾania
aïllant	aiʎant
insegura	inseɡuɾa
impulses	impulses
enxampats	eɲt͡ʃampats
afirmada	afiɾmada
amagar	əməɡa
roser	ruze
popularitats	populaɾitats
arítmic	ərimmik
escairada	əskəjɾadə
marcarà	maɾkaɾa
encertat	ənsərtat
agrícola	əɡɾikulə
llivells	ʎiveʎs
març	mars
acotades	əkotadəs
uterins	utəɾins
sobrepassada	sobɾəpəsadə
sobreestimats	sobɾeestimats
rastre	rastɾe
burgesa	burʒɛzə
espatllada	əspəʎʎadə
rodaria	rudəɾiə
subvertit	subbərtit
fabrianes	fabɾianes
salades	səladəs
oportuna	opuɾtunə
maltesos	məltɛzus
mastegades	masteɡades
orquestra	urkestɾə
asterisc	asteɾisk
alienaria	əliənəɾiə
plistocè	plistose
impresos	impɾɛzus
emprès	əmpɾɛs
cicle	sikle
planejada	planed͡ʒada
femení	fəməni
exportarem	əkspoɾtəɾəm
exagerarem	əɡzəʒəɾəɾɛm
ciutadana	siwtadana
metòdica	mətɔdikə
síndria	sindɾiə
mirrar	mira
abraonades	əbɾəunadəs
oblidada	oblidada
soldà	solda
vela	vɛla
sèu	sɛw
recitar	resitaɾ
toràcica	toɾasikə
efectives	efektives
excusats	ekskuzats
solana	solanə
clonades	klonades
pintes	pintəs
aniversari	ənivəɾsaɾi
republicà	republika
atomitzades	atomizades
increïble	iŋkɾeible
taxonòmica	təksunɔmikə
generades	d͡ʒeneɾades
precursores	pɾekuɾsoɾes
natalici	natalisi
rentat	rəntat
alosa	əlɔzə
agosarat	əɡozəɾat
depilats	dəpilats
ondulació	onduləsio
toràcics	tuɾasiks
gallina	ɡəʎinə
dida	dida
apalancar	apalaŋkaɾ
legalitzada	leɡalizada
humides	umidəs
fusionat	fuzionat
queixa	keʃə
supervisat	supəɾvizat
demoníac	dəmuniək
termoplàstics	teɾmoplastiks
practicat	pɾaktikat
llibreter	ʎibɾeteɾ
autèntic	əwtɛntik
caliditat	kəliditat
conspirar	konspiɾa
complicitat	kumplisitat
intempestives	intəmpəstivəs
universalitzat	univeɾsalizat
pequinès	pekines
croàcia	kɾoasia
naturalitzades	nətuɾəlid͡zadəs
expandits	əkspəndits
estret	əstɾət
seleccionats	seleksionats
galliner	ɡaʎineɾ
adorava	əduɾabə
coa	koa
immigrar	immiɡɾa
formades	foɾmadəs
polit	polit
conflagració	komfləɡɾəsio
enigma	əniɡmə
restada	rəstadə
catalogats	kətəluɡats
dinamitats	dinamitats
contractació	kontɾəktəsio
derogatòria	deɾoɡatɔɾia
passo	paso
rodatge	rodad͡ʒə
diluït	diluit
terminació	təɾminəsio
raça	rasə
montcada	moŋkada
nasal	nəzal
localitzades	lokalizades
optat	uptat
perpetuant	pərpətuan
signats	siɡnats
puntuat	puntuat
infectades	imfəktadəs
fascinat	fəsinat
perpetuares	pəɾpətuaɾəs
zimbàbue	zimbabuə
apartats	əpəɾtats
demolits	demolits
lucrar	lukɾaɾ
perpetuar	peɾpetuaɾ
jeure	ʒɛwɾə
esternudat	əstəɾnudat
examinada	əɡzəminadə
natja	nad͡ʒa
aixafant	ajʃafant
brodades	bɾudadəs
abstinguts	apstiŋɡuts
sembrar	səmbɾa
antulls	antuʎs
perpetuada	pəɾpətuadə
plorat	ploɾat
respectable	respektable
colpejat	kolpəʒat
carota	kaɾɔta
despentinada	despentinada
clucs	kluks
medissos	mədisos
assecada	əsəkadə
bizantina	bizəntinə
saturar	satuɾaɾ
decoratiu	dəkuɾətiw
abrando	əbɾandu
injustificable	iɲd͡ʒustifikable
cargol	kərɡɔl
desbloquejats	dezbloked͡ʒats
abolits	əbulits
eufemístic	ewfemistik
alevines	ələbinəs
desorganitzat	dəzoɾɡənid͡zat
evidenciades	əbidənsiadəs
configuració	komfiɡuɾasio
fascinadora	fəsinədoɾə
agredits	əɡɾədits
civil	sibil
titulem	titulɛm
betlem	bellem
venuda	venuda
barrejats	bərəʒats
abeurador	əbəwɾədo
desxifrat	dest͡ʃifɾat
adoris	ədɔɾis
negares	neɡaɾes
acetat	əsətat
plantats	plantats
escàs	əskas
sofert	sufɛrt
nadar	nəda
fotogènics	futuʒɛniks
daurats	dawɾats
fatalisme	fətəlizmə
racionalitzat	rəsionəlid͡zat
regiment	rəʒiment
estranyades	estɾaɲades
assajada	asad͡ʒada
facilitar	fəsilita
treta	tɾeta
afortunat	əfoɾtunat
perfeccionades	peɾfeksionades
fermi	fɛrmi
quantificar	kwəntifika
generalitzat	ʒənəɾəlid͡zat
afectaria	əfəktəɾiə
annex	anɛks
menjat	meɲd͡ʒat
bacils	basils
terme	teɾmə
convex	kumbɛks
propiciar	pɾopisia
comanda	kumandə
fustigar	fustiɡaɾ
reforçats	rəfursats
cristòfol	kɾistɔful
empatades	empatades
divertir	dibərti
passatemps	pəsətems
nepalés	nəpəles
formulació	foɾmulasio
ajustats	əʒustats
llançat	ʎənsat
topades	tupadəs
paregudes	pəɾəɡudəs
col·lectivitat	kolləktivitat
alçada	əlsadə
assemblats	əsəmblats
verificar	bəɾifika
esponjares	əspuɲʒaɾəs
tintoreria	tintoɾeɾia
populosa	populozə
dionís	dionis
abdicàrem	abdikaɾem
ostres	ɔstɾəs
companya	kumpaɲə
anhelats	anelats
vaporització	vapoɾizasio
nadats	nədats
sensibilitat	sensibilitat
nepalès	nəpələs
vassallatge	vasaʎad͡ʒe
avant	əvant
rebentats	rebentats
canina	kəninə
matern	matɛɾn
gallof	ɡaʎɔf
hidrogenar	idɾod͡ʒenaɾ
decapitat	dəkəpitat
dansaires	dənsajɾəs
fortificat	foɾtifikat
periquito	peɾikito
gràvids	ɡɾavits
arrelar	arelaɾ
disponible	disponible
quitina	kitina
entrenar	entɾenaɾ
napolitans	nəpolitans
suggerit	sud͡ʒəɾit
ariet	əɾiət
blaver	bləbe
enterraria	enteraɾia
desodorats	dəzodoɾats
rebutjat	rəbud͡ʒat
anàstrofe	anastɾofe
embrutada	embɾutada
explicatives	əksplikətibəs
fallat	fəʎat
colpistes	kulpistəs
torbament	toɾbament
deïtat	dəitat
vòrtex	vɔɾtəks
asseguts	əsəɡuts
tesat	tezat
modulades	muduladəs
talossà	təlosa
trilles	tɾiʎes
ancorant	əŋkuɾan
amagueu	amaɡew
conflagració	komflaɡɾasio
apoderades	əpudəɾadəs
castrada	kastɾada
jove	d͡ʒove
insultares	insultaɾes
fregides	fɾəʒidəs
postulada	pustuladə
carme	kaɾmə
embutxacada	embut͡ʃakada
sabor	səbo
aspirades	aspiɾades
messies	məsiəs
circulada	siɾkulada
ocupats	ukupats
psicoanalitzats	sikoanalizats
cridòria	kɾidɔɾia
emanat	əmənat
coca	koka
antiquades	əntikwadəs
ventruda	vəntɾudə
deportat	dəpurtat
proporcionar	pɾopoɾsiona
pantanós	pantanos
ponsètia	punsɛtiə
castellanes	kəstəʎanəs
papaia	pəpajə
ocorregut	okoreɡut
acreditació	əkɾəditəsio
botonat	botonat
fabricats	fəbɾikats
mussa	musə
bacterièmia	bəktəɾiɛmiə
xopar	ʃopa
plurilingües	pluɾiliŋɡwəs
criatura	kɾiatuɾa
camamilla	kamamiʎa
carril	kəril
separis	səpaɾis
arxivats	əɾʃivats
amateur	əməter
reproduir	repɾoduiɾ
protollengua	pɾutuʎɛŋɡwə
lavabo	ləvabo
antimicrobiana	əntimikɾobianə
heterosexual	eteɾoseksual
cuejada	kuəʒadə
cosit	kuzit
balcanitzats	balkanizats
percebre	pərsɛbɾə
afusellat	əfuzəʎat
proporcionalment	pɾopoɾsionəlment
inspirada	inspiɾadə
aliena	aliena
etilè	ətilɛ
organitzar	oɾɡənid͡za
estant	əstan
demorar	dəmuɾa
atrofiada	ətɾufiadə
protestades	pɾotestades
degut	dəɡut
pacana	pakana
estàndards	əstandərts
caporal	kəpoɾal
concedides	kunsədidəs
endrapades	endɾapades
esquitxat	eskit͡ʃat
lloada	ʎuadə
ingressat	iŋɡɾesat
assetjant	əsəd͡ʒant
esbarriada	əzbəriadə
desencallat	dezeŋkaʎat
embolicar	əmbulika
caldran	kəldɾan
aprovar	apɾovaɾ
nefritis	nefɾitis
departides	dəpərtidəs
andorranes	əndoranəs
abstencions	apstensions
ressortir	rəsurti
obligatori	ubliɡətɔɾi
noia	nɔja
negligides	neɡlid͡ʒides
isard	izart
prefabrians	pɾefəbɾiəns
possessiu	posəsiw
mullades	muʎadəs
presagiat	pɾəzəʒiat
caigut	kajɡut
endinsat	endinzat
ressonància	rəsonansiə
raspallada	raspaʎada
trombó	tɾumbo
covardia	kubərdiə
genoveva	ʒənubebə
