ସହଯୋଗୀ	sɔhɔd͡ʒogi
ତୋଳିଲା	t̪ol̪ilaː
ଚୁପ୍	t͡ʃup
ଚୋବେଇଲା	t͡ʃobeilaː
ସାବିତ୍ରୀ	saːbit̪ri
ମିଳୁଥିବା	mil̪ut̪ʰibaː
ଆକବରଙ୍କ	aːkɔbɔɾɔŋkɔ
ପୁରାତନ	puraːt̪ɔnɔ
ଜଳୁ	d͡ʒɔl̪u
କାଶି	kaːsi
ଔଷଧ	ɔusɔd̪ʱɔ
ମାଷ୍ଟ୍ରେଙ୍କର	maːsʈreŋkɔɾɔ
ଆସ୍ତେ	aːst̪e
ଲଗାଉଥିଲେ	lɔgaːut̪ʰile
ନାକଟା	naːkɔʈaː
ଝାଡ଼ିଲା	d͡ʒʱaːɽilaː
ଦେବଗଡ଼	d̪ebɔɡɔɖɔ
ହୋଇପାରେ	hoipaːre
ସାବୁନ	saːbunɔ
ଚାଲିଗଲେ	t͡ʃaːliɡɔle
ଜୟସାମଲେର୍	d͡ʒɔjɔsaːmɔler
କହିଲି	kɔhili
ଆମେରିକାର	aːmerikaːɾɔ
ନିଅନ୍ତି	niɔnt̪i
ମଞ୍ଜି	mɔɲd͡ʒi
ଅର୍ଜୁନ	ɔrd͡ʒunɔ
ଖାଇକି	kʰaːiki
ଗୋପୀନାଥ	gopinaːt̪ʰɔ
ରେ	re
ଲୋକେ	loke
ଡେଇଁକି	ɖeĩki
ମଧ୍ୟମ	mɔd̪ʱjɔmɔ
ଚଢ଼େଇଟି	t͡ʃɔɽʱeiʈi
ବୋତଲ	bot̪ɔlɔ
ବାବର	baːbɔɾɔ
ପାଇକ	paːikɔ
ଖେଳ	kʰel̪ɔ
ହାଣ୍ଡି	haːɳɖi
କଣାଯୁକ୍ତ	kɔɳaːd͡ʒukt̪ɔ
ସିଝା	sid͡ʒʱaː
ଗଡ଼ି	ɡɔɽi
ବେଗରେ	beɡɔre
ପାଖରୁ	paːkʰɔru
କରନି	kɔɾɔni
ଉତ୍ପାଦନ	ut̪paːd̪ɔnɔ
କୌତୁକିଆ	kɔut̪ukiaː
ତାଂକୁ	t̪aːŋku
ହିସାବ୍	hisaːb
ନାଗ	naːɡɔ
କଉତୁକିଆ	kɔut̪ukiaː
ସ୍ନିଫଲସ	snipʰɔlɔsɔ
ବିଲକୁଲ୍	bilɔkul
ମହାଶ୍ୱେତା	mɔhaːsuet̪aː
ହସୁଥିଲେ	hɔsut̪ʰile
ବିଦ୍ୟୁତ	bid̪jut̪ɔ
ଜିନିଷଟି	d͡ʒinisɔʈi
ସାଂଗରେ	saːŋɡɔre
ଶୋଇଥାନ୍ତି	soit̪ʰaːnt̪i
କୋତରା	kot̪ɔraː
କରିବ	kɔribɔ
ପରିମାଣରେ	pɔrimaːɳɔre
ଟିମ୍-ଟିମ୍	ʈim-ʈim
ଅନୁସୂଚିତ	ɔnusut͡ʃit̪ɔ
ବାସନ୍ତୀ	baːsɔnt̪i
ଆଦୌ	aːd̪ɔu
ଆଶ୍ରମରେ	aːsɾɔmɔre
ଟୁକୁଡ଼ା	ʈukuɽaː
ବନ୍ୟଜନ୍ତୁ	bɔnjɔd͡ʒɔnt̪u
ତାଠୁଁ	t̪aːʈʰũ
ଫତେପୁର	pʰɔt̪epuɾɔ
ବାଇଗଣ	baːiɡɔɳɔ
ରାଜ	raːd͡ʒɔ
କାଠିରେ	kaːʈʰire
ଗାଳି	gaːl̪i
ଶୁଖେଇବାକୁ	sukʰeibaːku
ଥରୁଥିଲେ	t̪ʰɔrut̪ʰile
ଓଢ଼ଣୀ	oɽʱɔɳi
ଅନୁସାରେ	ɔnusaːre
କୋଟ୍	koʈ
ଦାନ୍ତକୁ	d̪aːnt̪ɔku
ଖ୍ୱାବଗାହ୍	kʰuaːbɔgaːh
ଯୋଗାଡ଼	d͡ʒogaːɽɔ
ଆସନ	aːsɔnɔ
ପଢ଼ୁଛନ୍ତି	pɔɽʱut͡ʃʰɔnt̪i
ଆଠ	aːʈʰɔ
ନାଟକ	naːʈɔkɔ
ବଢ଼ି	bɔɽʱi
ଦୋକାନର	d̪okaːnɔɾɔ
ଟୋକେଇକୁ	ʈokeiku
ପିୟାଜକୁ	pijaːd͡ʒɔku
ସିନା	sinaː
ଆକାରରେ	aːkaːɾɔre
ନାଡୁରେ	naːɖure
ବାନ୍ଧିଦେଲା	baːnd̪ʱid̪elaː
ଧାନ	d̪ʱaːnɔ
କହିଦେବି	kɔhid̪ebi
ଚାରା	t͡ʃaːraː
ସଜ୍ଜିତ	sɔd͡ʒd͡ʒit̪ɔ
ଲଡୁ	lɔɖu
ମଧୁସୂଦନ	mɔd̪ʱusud̪ɔnɔ
ଭେଟିବି	bʱeʈibi
ଛାଡ଼ିଲାଣି	t͡ʃʰaːɽilaːɳi
ଉଡନ୍ତି	uɖɔnt̪i
ଯାଇପାରେ	d͡ʒaːipaːre
ଜର	d͡ʒɔɾɔ
ଆଡକୁ	aːɖɔku
ଧୂଳି	d̪ʱul̪i
ବିଜୟୀ	bid͡ʒɔji
କରାଯାଇଥିଲା	kɔraːd͡ʒaːit̪ʰilaː
ରାଜପୁତ	raːd͡ʒɔput̪ɔ
ଲାଞ୍ଜ	laːɲd͡ʒɔ
ସ୍ତରରେ	st̪ɔɾɔre
ପତ୍ରମାନେ	pɔt̪ɾɔmaːne
ପିଲାଏ	pilaːe
ଗଛମୂଳେ	ɡɔt͡ʃʰɔmul̪e
କହିପାରିବ	kɔhipaːribɔ
ରାଗି	raːgi
ଗୋତେ	got̪e
ବାଜାବାଲା	baːd͡ʒaːbaːlaː
ଅମ୍ମୁ	ɔmmu
ଶକ୍ତ	sɔkt̪ɔ
କାନ୍ଦୁଥାଏ	kaːnd̪ut̪ʰaːe
ପଗଡ଼ିକୁ	pɔɡɔɽiku
ବାନ୍ଧିଲା	baːnd̪ʱilaː
ସାଥେ	saːt̪ʰe
ଟେନିସ	ʈenisɔ
କୋଙ୍କଣୀ	koŋkɔɳi
ବାଉଁଶରେ	baːũsɔre
ଶୋଇ	soi
ଅଦୃଶ୍ୟ	ɔd̪rusjɔ
ଶିଖୁଛି	sikʰut͡ʃʰi
ଯୋଦ୍ଧାବାଇଙ୍କ	d͡ʒod̪d̪ʱaːbaːiŋkɔ
ଦେଇ	d̪ei
ଇଂରେଜ	iŋred͡ʒɔ
ପର୍ଯ୍ୟନ୍ତ	pɔrd͡ʒjɔnt̪ɔ
ଲାଗିଯାଇଛି	laːgid͡ʒaːit͡ʃʰi
ଘଷି	ɡʱɔsi
ଦଶଥର	d̪ɔsɔt̪ʰɔɾɔ
ମାଳୁ	maːl̪u
ଇଣ୍ଡିଆନ	iɳɖiaːnɔ
ଗୋଲମରିଚ	golɔmɔrit͡ʃɔ
ଚିନି	t͡ʃini
ଯିବାବେଳେ	d͡ʒibaːbel̪e
ମଇ	mɔi
ବଜାର	bɔd͡ʒaːɾɔ
ଚମକି	t͡ʃɔmɔki
ନିୟନ୍ତ୍ରଣ	nijɔnt̪ɾɔɳɔ
ବାର	baːɾɔ
କୁଣ୍ଢାଇ	kuɳɖʱaːi
ପାକଶାଳାରେ	paːkɔsaːl̪aːre
ଥଟ୍ଟା	t̪ʰɔʈʈaː
ପୂର୍ବେ	purbe
ରାଶି	raːsi
ବ୍ୟତୀତ	bjɔt̪it̪ɔ
ଗୁଜରାତ	gud͡ʒɔraːt̪ɔ
ଶୟନଗୃହ	sɔjɔnɔgruhɔ
ପ୍ରଭୃତି	pɾɔbʱrut̪i
ୟାଠୁ	jaːʈʰu
ବୋକାମୀ	bokaːmi
ଶୁଖି	sukʰi
ନୃସିଂହ	nrusiŋhɔ
ନିର୍ମିତ	nirmit̪ɔ
ବୁଝି	bud͡ʒʱi
ମୀନୁ	minu
ଦେବତା	d̪ebɔt̪aː
ଅରୁଣ	ɔruɳɔ
ଆସେ	aːse
ଧରିଲେ	d̪ʱɔrile
ସଂସ୍ଥା	sɔŋst̪ʰaː
ଓସ୍ତଗଛ	ost̪ɔɡɔt͡ʃʰɔ
ଗାଢ଼	gaːɽʱɔ
ପଥରମାନ	pɔt̪ʰɔɾɔmaːnɔ
ବିଶିଷ୍ଟ	bisisʈɔ
ଫଳ	pʰɔl̪ɔ
ପାତ୍ରରୁ	paːt̪ɾɔru
ହସନ୍ତି	hɔsɔnt̪i
ଆଦର	aːd̪ɔɾɔ
ଇଏ	ie
ଖଟରେ	kʰɔʈɔre
ଚାଲୁଥାଏ	t͡ʃaːlut̪ʰaːe
ପଢ଼ୁ	pɔɽʱu
ସ୍ଥାନରେ	st̪ʰaːnɔre
ଗଲାଣି	ɡɔlaːɳi
କହିଥିଲେ	kɔhit̪ʰile
ଦାନ୍ତକାଠିରେ	d̪aːnt̪ɔkaːʈʰire
ସମୃଦ୍ଧ	sɔmrud̪d̪ʱɔ
ସବୁକୁ	sɔbuku
ରଚିତ	ɾɔt͡ʃit̪ɔ
ମାଉସୀ	maːusi
ବେଗମ୍	beɡɔm
ନ୍ତି	nt̪i
ମତରେ	mɔt̪ɔre
ମୁମ୍ବାଇ	mumbaːi
ରକ୍ଷାକର	ɾɔkʰjaːkɔɾɔ
ହେଉଛନ୍ତି	heut͡ʃʰɔnt̪i
ମାଟିରେ	maːʈire
ରହିବୁ	ɾɔhibu
ହୋଲିକା	holikaː
ପ୍ରସ୍ତୁତିରେ	pɾɔst̪ut̪ire
ବଦଳାଇବା	bɔd̪ɔl̪aːibaː
ରଖିଦେଲେ	ɾɔkʰid̪ele
ପଗଡ଼ି	pɔɡɔɽi
ତିନୋଟି	t̪inoʈi
ସିନ୍ଦୁର	sind̪uɾɔ
ବର	bɔɾɔ
ଦୋକାନି	d̪okaːni
ଜୟସାଲମେର	d͡ʒɔjɔsaːlɔmeɾɔ
ବୁଝେଇଲା	bud͡ʒʱeilaː
ବନାନ	bɔnaːnɔ
ଅପ୍ପା-ଇମ୍ମାଙ୍କ	ɔppaː-immaːŋkɔ
କ୍ଷୁଦ୍ର	kʰjud̪ɾɔ
ମିନିଟ୍‌	miniʈ
ଫକୀର	pʰɔkiɾɔ
ମନେପଡ଼ିଲା	mɔnepɔɽilaː
ଦାୟକ	d̪aːjɔkɔ
ଶ୍ରୀ	sri
ଦିନରେ	d̪inɔre
ଆଇସ୍‌କ୍ରିମ୍‌	aːiskrim
ଦିଶେ	d̪ise
ରକ୍ତ	ɾɔkt̪ɔ
ହୋଇଥାଏ	hoit̪ʰaːe
ଶୁଣି	suɳi
ଆଣ	aːɳɔ
ଧନ୍ୟବାଦ୍	d̪ʱɔnjɔbaːd̪
ତଳଥାକ	t̪ɔl̪ɔt̪ʰaːkɔ
ପ୍ରକଳ୍ପ	pɾɔkɔl̪pɔ
ଟିକୁ	ʈiku
ରାଜପୁତ୍	raːd͡ʒɔput̪
ୱର୍ଷା	uɔrsaː
ଫୁସୁଲାନ୍ତି	pʰusulaːnt̪i
ଲେଖାଗଲା	lekʰaːɡɔlaː
ଧନ୍ଦି	d̪ʱɔnd̪i
ବଂଶର	bɔŋsɔɾɔ
ଦେବାକୁ	d̪ebaːku
ଯେ	d͡ʒe
ବସିଛନ୍ତି	bɔsit͡ʃʰɔnt̪i
ଚକ୍‌ଚକ୍‌	t͡ʃɔkt͡ʃɔk
ପ୍ରସାଦ	pɾɔsaːd̪ɔ
ଭାବ	bʱaːbɔ
ଅଣ୍ଡା	ɔɳɖaː
ବିଜ୍ଞାନ	bid͡ʒɲaːnɔ
ଅନ୍ୟଟି	ɔnjɔʈi
ଗାଈମାନଙ୍କୁ	gaːimaːnɔŋku
ମନ୍ତ୍ରୀ	mɔnt̪ri
ଶୁଭିଲା	subʱilaː
କାଚଗ୍ଲାସ	kaːt͡ʃɔglaːsɔ
ବାଟରେ	baːʈɔre
କାନ୍ଦିଲା	kaːnd̪ilaː
ସପ୍ତାହେ	sɔpt̪aːhe
ଓହଳାଇ	ohɔl̪aːi
ଲାଇନ୍	laːin
ଅଛା	ɔt͡ʃʰaː
ଉଡି	uɖi
ସଂସାର	sɔŋsaːɾɔ
କୁଦାରେ	kud̪aːre
ବଜାଇବା	bɔd͡ʒaːibaː
ପେନ୍ସିଲ୍	pensil
ସାହିତ୍ୟରେ	saːhit̪jɔre
ସବୁଆଡ଼କୁ	sɔbuaːɽɔku
ମହାମହିମ	mɔhaːmɔhimɔ
ବାରିକ	baːrikɔ
ଅଗ	ɔɡɔ
କେଉଁଠି	keũʈʰi
ସବୁକିଛି	sɔbukit͡ʃʰi
ଆସିଲେନି	aːsileni
ଆଉ	aːu
ଯୋଗିନୀ	d͡ʒogini
ଟିଚର	ʈit͡ʃɔɾɔ
ତାହାର	t̪aːhaːɾɔ
ଅନ୍ୟମାନଂକୁ	ɔnjɔmaːnɔŋku
ଶୋଇକି	soiki
ଜାଣିଥିଲେ	d͡ʒaːɳit̪ʰile
ହୋଇଥିବାର	hoit̪ʰibaːɾɔ
ରକ୍ତକୁ	ɾɔkt̪ɔku
ଅଣସର	ɔɳɔsɔɾɔ
ହଜୁର	hɔd͡ʒuɾɔ
ମିଶାଏ	misaːe
ଯିବୁନି	d͡ʒibuni
ପ୍ରଜାପତିମାନଙ୍କୁ	pɾɔd͡ʒaːpɔt̪imaːnɔŋku
ତ୍ୟାଗ	t̪jaːɡɔ
ସେପଟେମ୍ବର	sepɔʈembɔɾɔ
ଚାହୁଁଥିଲେ	t͡ʃaːhũt̪ʰile
ଜର୍ମାନୀର	d͡ʒɔrmaːniɾɔ
ଛତୁରେ	t͡ʃʰɔt̪ure
ରାଗିଛନ୍ତି	raːgit͡ʃʰɔnt̪i
ଏପ୍ରିଲ	eprilɔ
କରେନାହିଁ	kɔrenaːhĩ
ଚୌକି-ଟେବୁଲ୍	t͡ʃɔuki-ʈebul
ଭୁଲ	bʱulɔ
ପ୍ରତିଷ୍ଠାତା	pɾɔt̪isʈʰaːt̪aː
କୋରମା	koɾɔmaː
ଗୋଡ଼	goɽɔ
ପାଚିଲା	paːt͡ʃilaː
ଗଠିତ	ɡɔʈʰit̪ɔ
ଭିନ୍ନ	bʱinnɔ
ଘର	ɡʱɔɾɔ
ସମ୍ଭାଳୁ	sɔmbʱaːl̪u
ଅବଶେଷ	ɔbɔsesɔ
ଉପହାର	upɔhaːɾɔ
ତୁମ	t̪umɔ
ମାଷ୍ଟ୍ରେଙ୍କୁ	maːsʈreŋku
ଆଜିର	aːd͡ʒiɾɔ
କାବୁଲର	kaːbulɔɾɔ
ବଜାରକୁ	bɔd͡ʒaːɾɔku
ନଇଁକି	nɔĩki
ପଡ଼ିଥିବା	pɔɽit̪ʰibaː
ଆଗ୍ରା	aːgraː
ନଥିଲୁ	nɔt̪ʰilu
ସୁନ୍ଦରଗଡ଼	sund̪ɔɾɔɡɔɖɔ
ଏମିତି	emit̪i
ଫୁଲଗୁଡ଼ିକ	pʰulɔguɽikɔ
ବାଟେ	baːʈe
ଭାଗରେ	bʱaːɡɔre
ପରିବେଶ	pɔribesɔ
ସୈରା	sɔiraː
କାଟେ	kaːʈe
ବସ୍ତାନୀ	bɔst̪aːni
କରିପାର	kɔripaːɾɔ
ବୁଡନ୍ତି	buɖɔnt̪i
ପ୍ରଚ୍ଛଦପଟ	pɾɔt͡ʃt͡ʃʰɔd̪ɔpɔʈɔ
ସେକି	seki
ଆଳୁସବୁ	aːl̪usɔbu
ଫସଲ	pʰɔsɔlɔ
ଜଳେ	d͡ʒɔl̪e
ମୁଣ୍ଡଟା	muɳɖɔʈaː
ଚାବି	t͡ʃaːbi
ଜଣାଇଥାନ୍ତି	d͡ʒɔɳaːit̪ʰaːnt̪i
ବର୍ଣ୍ଣନା	bɔrɳɳɔnaː
ପ୍ରଶଂସା	pɾɔsɔŋsaː
ଗଧିଆଙ୍କୁ	ɡɔd̪ʱiaːŋku
ଭୁଲିଗଲ	bʱuliɡɔlɔ
କାହାରି	kaːhaːri
ନିଃଶ୍ୱାସକୁ	nihsuaːsɔku
ମୁଦ୍ରା	mud̪raː
ଟା	ʈaː
ପଡ଼ିବେ	pɔɽibe
ପୂରେଇବ	pureibɔ
ବାପା-ବିଲେଇର	baːpaː-bileiɾɔ
ପଞ୍ଚମ	pɔɲt͡ʃɔmɔ
ଗ୍ରହ	gɾɔhɔ
ଏତେବେଳ	et̪ebel̪ɔ
ଫୁଲଗୁଚ୍ଛାଟିଏ	pʰulɔgut͡ʃt͡ʃʰaːʈie
ପର୍ବ	pɔrbɔ
ଟୋକା	ʈokaː
ସ୍ୱାଦିଷ୍ଟ	suaːd̪isʈɔ
ଉପରେ	upɔre
ପଢ଼ାଇଲେ	pɔɽʱaːile
ମାଟିର	maːʈiɾɔ
ବାଦଲ୍‌	baːd̪ɔl
ପ୍ରଶାସନିକ	pɾɔsaːsɔnikɔ
ବହେ	bɔhe
ତାଳ	t̪aːl̪ɔ
ନାତି	naːt̪i
ଗୋଡ଼ରେ	goɽɔre
ଆଣିପାର	aːɳipaːɾɔ
ନଷ୍ଟକାରୀ	nɔsʈɔkaːri
ପଥର	pɔt̪ʰɔɾɔ
ପଞ୍ଜାବୀ	pɔɲd͡ʒaːbi
କୁହେ	kuhe
ଆମେରିକା	aːmerikaː
ପାରୁ	paːru
ସାହିତ୍ୟ	saːhit̪jɔ
ସୁଶୀଳା	susil̪aː
କାର୍ଯ୍ୟାଳୟ	kaːrd͡ʒjaːl̪ɔjɔ
ଖାଦ୍ୟମଧ୍ୟରୁ	kʰaːd̪jɔmɔd̪ʱjɔru
ଭିଡ଼ିକି	bʱiɽiki
ଗେଲ୍ହା	gelhaː
ପଢ଼	pɔɽʱɔ
କିଣିବି	kiɳibi
ଦୋଳି	d̪ol̪i
ଗାଈଟିଏ	gaːiʈie
ଛଣା	t͡ʃʰɔɳaː
ପଢ଼ିଲେ	pɔɽʱile
ଗୁରୁବାର	gurubaːɾɔ
ପୃଥକ୍	prut̪ʰɔk
ମୁଣ୍ଡକୁ	muɳɖɔku
ଘରଟିଏ	ɡʱɔɾɔʈie
ବୋଲିଲା	bolilaː
ଅର୍ଜନ	ɔrd͡ʒɔnɔ
ଜାନକୀ	d͡ʒaːnɔki
ଉଡିବା	uɖibaː
ବୃଦ୍ଧାଙ୍କୁ	brud̪d̪ʱaːŋku
ଶୁକ୍ଳ	sukl̪ɔ
ଧକ୍‌-ଧକ୍‌	d̪ʱɔk-d̪ʱɔk
ଗ୍ରାମର	graːmɔɾɔ
ଫୁଂକିବା	pʰuŋkibaː
ପାରେ	paːre
ଚତୁର୍ଥୀ	t͡ʃɔt̪urt̪ʰi
ପଳେଇଲେ	pɔl̪eile
ସ୍ଥାପନା	st̪ʰaːpɔnaː
ହୁଅନ୍ତା	huɔnt̪aː
ବଛା	bɔt͡ʃʰaː
ନିଅ	niɔ
ଅଙ୍କାବଙ୍କା	ɔŋkaːbɔŋkaː
ଦେଖିବିନି	d̪ekʰibini
ଦିନଟି	d̪inɔʈi
ବିଦ୍ର	bid̪ɾɔ
ନିଜନିଜର	nid͡ʒɔnid͡ʒɔɾɔ
କହିଥିଲି	kɔhit̪ʰili
ପଣା	pɔɳaː
ନକଲ୍	nɔkɔl
ମିଠେଇ-ରସଗୋଲା	miʈʰei-ɾɔsɔgolaː
ବରା	bɔraː
ଯୁଦ୍ଧ	d͡ʒud̪d̪ʱɔ
ପରସ୍ପରର	pɔɾɔspɔɾɔɾɔ
ଲୋକଜଣଂକ	lokɔd͡ʒɔɳɔŋkɔ
କରାଯାଉଛି	kɔraːd͡ʒaːut͡ʃʰi
ବଜାଉଛନ୍ତି	bɔd͡ʒaːut͡ʃʰɔnt̪i
ଚାରିପାଖ	t͡ʃaːripaːkʰɔ
ପିଟାରା	piʈaːraː
ସମ୍ରାଟଙ୍କର	sɔmraːʈɔŋkɔɾɔ
ଶୁଣ୍ତକୁ	suɳt̪ɔku
ବାକ୍ୟ	baːkjɔ
ହାଇସ୍କୁଲ	haːiskulɔ
ଚୌଧୁରୀ	t͡ʃoud̪ʱuri
ବିଲେଇର	bileiɾɔ
ରଂଗ	ɾɔŋɡɔ
ଆଶ୍ୱିନ	aːsuinɔ
ମାଙ୍କଡ଼ାଚିତ୍	maːŋkɔɽaːt͡ʃit̪
ଦୁଇମିନିଟ୍‌	d̪uiminiʈ
ମିଆଁଉ	miaː̃u
ଜହ୍ନର	d͡ʒɔhnɔɾɔ
ବିସ୍ମୟକର	bismɔjɔkɔɾɔ
ଟେବୁଲ	ʈebulɔ
ପତ୍ର	pɔt̪ɾɔ
ଦୁର୍ଗା	d̪urgaː
ଝୁଡ଼ି	d͡ʒʱuɽi
ଶୁଣିପାରେ	suɳipaːre
ହସି	hɔsi
ରକମର	ɾɔkɔmɔɾɔ
କଥାଚିତ୍ରରେ	kɔt̪ʰaːt͡ʃit̪ɾɔre
ଗୁହାଳ	guhaːl̪ɔ
ପୁରାଇବା	puraːibaː
ବ୍ୟଞନ	bjɔɲɔnɔ
ଚିପି	t͡ʃipi
କ୍ରମିକ	kɾɔmikɔ
ଘୁଞ୍ଚାଗଲା	gʰuɲt͡ʃaːɡɔlaː
ପିଲାମାନଙ୍କର	pilaːmaːnɔŋkɔɾɔ
କଳାମେଘ	kɔl̪aːmeɡʱɔ
ବସନ୍ତି	bɔsɔnt̪i
ଲାଗିଲା	laːgilaː
ରାନ୍ଧିବା	raːnd̪ʱibaː
ଘଷିବାକୁ	ɡʱɔsibaːku
ହଜେଇ	hɔd͡ʒei
ସାଂସଦ	saːŋsɔd̪ɔ
ଥପ	t̪ʰɔpɔ
ଦେବେନି	d̪ebeni
ଧର୍ମପିତା	d̪ʱɔrmɔpit̪aː
ଭୋଟର	bʱoʈɔɾɔ
ଚାଲିଚାଲି	t͡ʃaːlit͡ʃaːli
କଥାଟାକୁ	kɔt̪ʰaːʈaːku
ବିଜୟ	bid͡ʒɔjɔ
ସୂତାରେ	sut̪aːre
ପୂର୍ବକ	purbɔkɔ
ପଚାରିଲେ	pɔt͡ʃaːrile
ବୌଦ୍ଧ	boud̪d̪ʱɔ
ଗାନ୍ଧୀ	gaːnd̪ʱi
ଜ୍ୟୋତିର୍ଲିଙ୍ଗ	d͡ʒjot̪irliŋɡɔ
ହେଣ୍ଡା-ଏଗୁଡ଼ିକ	heɳɖaː-eguɽikɔ
ଦୌଡ଼ିବାକୁ	d̪ɔuɽibaːku
ବଢ଼ିଆ	bɔɽʱiaː
ଚିକିତ୍ସାବିଜ୍ଞାନ	t͡ʃikit̪saːbid͡ʒɲaːnɔ
ଚକାମାରି	t͡ʃɔkaːmaːri
ଘରଠୁ	ɡʱɔɾɔʈʰu
ସାଂଗ	saːŋɡɔ
ଖାଇବି	kʰaːibi
ଲୁଚି	lut͡ʃi
କାର୍ଯ୍ୟ	kaːrd͡ʒjɔ
ଚୁମୁଟି	t͡ʃumuʈi
ଦିଶୁଥାନ୍ତି	d̪isut̪ʰaːnt̪i
ସିଧା	sid̪ʱaː
ଦେବେ	d̪ebe
ଦାସଙ୍କ	d̪aːsɔŋkɔ
ଅନୁଗୋଳ	ɔnugol̪ɔ
ଯେତେବେଳେ	d͡ʒet̪ebel̪e
ଛୋଟୁ	t͡ʃʰoʈu
ସମାପ୍ତ	sɔmaːpt̪ɔ
ରାନ୍ଧଣା	raːnd̪ʱɔɳaː
ଯାଆ	d͡ʒaːaː
ବୋହି	bohi
ଅଷ୍ଟ୍ରେଲିଆ	ɔsʈreliaː
ବିଚାର	bit͡ʃaːɾɔ
ଖାଉଥିଲେ	kʰaːut̪ʰile
ଛାଣିବାକୁ	t͡ʃʰaːɳibaːku
ଯୁବକୁ	d͡ʒubɔku
ତାହେଲେ	t̪aːhele
ଜମିଯାଇଛି	d͡ʒɔmid͡ʒaːit͡ʃʰi
ସୁଲତାନ୍	sulɔt̪aːn
କାର୍‌ଟି	kaːrʈi
ଆୟୋଜିତ	aːjod͡ʒit̪ɔ
ଦେଖେଇଲା	d̪ekʰeilaː
ସଂକ୍ରାନ୍ତି	sɔŋkraːnt̪i
ସବୁଗୁଡ଼ିକ	sɔbuguɽikɔ
ମନେହୁଏ	mɔnehue
ଭୌଂ	bʱɔuŋ
ଶହ	sɔhɔ
ଶିଶୁ	sisu
ମୁଁ	mũ
ଲାଲରଙ୍ଗ	laːlɔɾɔŋɡɔ
ଆଶୀର୍ବାଦ	aːsirbaːd̪ɔ
ଆଫ୍ରିକାର	aːpʰrikaːɾɔ
ହେବାର	hebaːɾɔ
ନା	naː
ପରିଷ୍କାର	pɔriskaːɾɔ
ଖେଳାଳୀ	kʰel̪aːl̪i
ବିଶାକ୍ତ	bisaːkt̪ɔ
ବୁଝିଲୁ	bud͡ʒʱilu
ପିଅ	piɔ
ବନେଇଛନ୍ତି	bɔneit͡ʃʰɔnt̪i
ବୁଦ୍ଧ	bud̪d̪ʱɔ
ପୌର	pouɾɔ
ଲୋକସଂଖ୍ୟା	lokɔsɔŋkʰjaː
ଟଙ୍କା	ʈɔŋkaː
ଛିଁ	t͡ʃʰĩ
ଦେବୀଙ୍କ	d̪ebiŋkɔ
ବଡ଼ରୁ	bɔɽɔru
ଦାଦାଙ୍କ	d̪aːd̪aːŋkɔ
ରସ	ɾɔsɔ
ପାଚିଗଲା	paːt͡ʃiɡɔlaː
କୁଶଳ	kusɔl̪ɔ
ସିଲେଇ	silei
କାନ	kaːnɔ
ଏହାକୁ	ehaːku
ଦେହ	d̪ehɔ
ବରର	bɔɾɔɾɔ
ପାଚେରୀ	paːt͡ʃeri
ଯାଉଛି	d͡ʒaːut͡ʃʰi
ଅଜ୍ଞାତ	ɔd͡ʒɲaːt̪ɔ
ସାରା	saːraː
ଢାଳ	ɖʱaːl̪ɔ
ଜାତି	d͡ʒaːt̪i
ଫଟୋ	pʰɔʈo
ଆଛୁ	aːt͡ʃʰu
ପଡ଼ିଲେ	pɔɽile
ପୋକ-ଜୋକ	pokɔ-d͡ʒokɔ
କରିଛି	kɔrit͡ʃʰi
ବିଶ୍ୱବିଦ୍ୟାଳୟ	bisuɔbid̪jaːl̪ɔjɔ
ପର୍ଦ୍ଦା	pɔrd̪d̪aː
ଛଡା	t͡ʃʰɔɖaː
ବାହାରି	baːhaːri
କିନ୍ତୁ	kint̪u
ବଡ଼ପାଟିରେ	bɔɽɔpaːʈire
ପର୍ଶୁରାମ	pɔrsuraːmɔ
ଜଣାଇଦେଇଛନ୍ତି	d͡ʒɔɳaːid̪eit͡ʃʰɔnt̪i
ଗୋଟେଇ	goʈei
ପାରିବ	paːribɔ
ଅସନା	ɔsɔnaː
ଚଢ଼ିବି	t͡ʃɔɽʱibi
ସରକାର	sɔɾɔkaːɾɔ
ଯିବୁ	d͡ʒibu
ସିଂଗଡ଼ା	siŋɡɔɽaː
ଉଡ଼େଇବାକୁ	uɽeibaːku
ବ୍ୟତିତ	bjɔt̪it̪ɔ
ଅସୀମ	ɔsimɔ
ଗଲୁ	ɡɔlu
କେଉଁ	keũ
ପାଇଛି	paːit͡ʃʰi
ଆଣିଲେ	aːɳile
ଦେବା	d̪ebaː
ଜିଲ୍ଲାମାନଙ୍କର	d͡ʒillaːmaːnɔŋkɔɾɔ
ଆଉକିଛି	aːukit͡ʃʰi
ହାଲୁଆ	haːluaː
ଗୋଲୁରେ	golure
ଟାଣିନେଲେ	ʈaːɳinele
ଟ୍ରକ	ʈɾɔkɔ
ଧନୀ	d̪ʱɔni
କୁମ୍ଭୀର	kumbʱiɾɔ
ପାଇଥିଲ	paːit̪ʰilɔ
ଠକ୍‌	ʈʰɔk
ଚୁଡ଼ିଦାର	t͡ʃuɽid̪aːɾɔ
ରାସାୟନିକ	raːsaːjɔnikɔ
ପଦ୍ମ	pɔd̪mɔ
ଭିଟାମିନ	bʱiʈaːminɔ
କିଭଳି	kibʰɔl̪i
ରୋବଟ୍‌	robɔʈ
